survey_year,site,zone,transect,classcode,count,survey,longitude,latitude,density,year
2019,SAUNDERS_MPA_1,MID,1,STRPURAD,308,pisco,-123.66842,38.85587,5.133333333333334,19
2019,SAUNDERS_MPA_1,MID,2,STRPURAD,229,pisco,-123.66842,38.85587,3.816666666666667,19
2019,SAUNDERS_MPA_1,OUTER,1,STRPURAD,9,pisco,-123.66842,38.85587,0.15,19
2019,SAUNDERS_MPA_1,OUTER,2,STRPURAD,16,pisco,-123.66842,38.85587,0.26666666666666666,19
2019,SAUNDERS_MPA_1,INNER,1,STRPURAD,1573,pisco,-123.66842,38.85587,26.216666666666665,19
2019,SAUNDERS_MPA_1,INNER,2,STRPURAD,933,pisco,-123.66842,38.85587,15.55,19
2019,SAUNDERS_MPA_2,INNER,1,STRPURAD,1684,pisco,-123.66662,38.85035,28.066666666666666,19
2019,SAUNDERS_MPA_2,INNER,2,STRPURAD,1253,pisco,-123.66662,38.85035,20.883333333333333,19
2019,SAUNDERS_MPA_2,MID,1,STRPURAD,3704,pisco,-123.66662,38.85035,61.733333333333334,19
2019,SAUNDERS_MPA_2,MID,2,STRPURAD,3295,pisco,-123.66662,38.85035,54.916666666666664,19
2019,SAUNDERS_MPA_2,OUTER,1,STRPURAD,19,pisco,-123.66662,38.85035,0.31666666666666665,19
2019,SAUNDERS_MPA_2,OUTER,2,STRPURAD,18,pisco,-123.66662,38.85035,0.3,19
2020,SAUNDERS_MPA_1,INNER,1,STRPURAD,2875,pisco,-123.66842,38.85587,47.916666666666664,20
2020,SAUNDERS_MPA_1,INNER,2,STRPURAD,1188,pisco,-123.66842,38.85587,19.8,20
2020,SAUNDERS_MPA_1,MID,1,STRPURAD,383,pisco,-123.66842,38.85587,6.383333333333334,20
2020,SAUNDERS_MPA_1,MID,2,STRPURAD,1327,pisco,-123.66842,38.85587,22.116666666666667,20
2020,SAUNDERS_MPA_1,OUTER,1,STRPURAD,0,pisco,-123.66842,38.85587,0,20
2020,SAUNDERS_MPA_1,OUTER,2,STRPURAD,1,pisco,-123.66842,38.85587,0.016666666666666666,20
2020,SAUNDERS_MPA_2,INNER,1,STRPURAD,2117,pisco,-123.66662,38.85035,35.28333333333333,20
2020,SAUNDERS_MPA_2,INNER,2,STRPURAD,1492,pisco,-123.66662,38.85035,24.866666666666667,20
2020,SAUNDERS_MPA_2,MID,1,STRPURAD,3617,pisco,-123.66662,38.85035,60.28333333333333,20
2020,SAUNDERS_MPA_2,MID,2,STRPURAD,3738,pisco,-123.66662,38.85035,62.3,20
2020,SAUNDERS_MPA_2,OUTER,1,STRPURAD,7,pisco,-123.66662,38.85035,0.11666666666666667,20
2020,SAUNDERS_MPA_2,OUTER,2,STRPURAD,5,pisco,-123.66662,38.85035,0.08333333333333333,20
2021,SAUNDERS_MPA_2,INNER,1,STRPURAD,1133,pisco,-123.66662,38.85035,18.883333333333333,21
2021,SAUNDERS_MPA_2,INNER,2,STRPURAD,2373,pisco,-123.66662,38.85035,39.55,21
2021,SAUNDERS_MPA_2,MID,1,STRPURAD,1588,pisco,-123.66662,38.85035,26.466666666666665,21
2021,SAUNDERS_MPA_2,MID,2,STRPURAD,4000,pisco,-123.66662,38.85035,66.66666666666667,21
2021,SAUNDERS_MPA_2,OUTER,1,STRPURAD,0,pisco,-123.66662,38.85035,0,21
2021,SAUNDERS_MPA_2,OUTER,2,STRPURAD,4,pisco,-123.66662,38.85035,0.06666666666666667,21
2022,SAUNDERS_MPA_2,INNER,1,STRPURAD,677,pisco,-123.66662,38.85035,11.283333333333333,22
2022,SAUNDERS_MPA_2,INNER,2,STRPURAD,4040,pisco,-123.66662,38.85035,67.33333333333333,22
2022,SAUNDERS_MPA_2,MID,1,STRPURAD,2623,pisco,-123.66662,38.85035,43.71666666666667,22
2022,SAUNDERS_MPA_2,MID,2,STRPURAD,4200,pisco,-123.66662,38.85035,70,22
2022,SAUNDERS_MPA_2,OUTER,1,STRPURAD,1,pisco,-123.66662,38.85035,0.016666666666666666,22
2022,SAUNDERS_MPA_2,OUTER,2,STRPURAD,4,pisco,-123.66662,38.85035,0.06666666666666667,22
2022,SAUNDERS_MPA_1,INNER,1,STRPURAD,8750,pisco,-123.66842,38.85587,145.83333333333334,22
2022,SAUNDERS_MPA_1,INNER,2,STRPURAD,5250,pisco,-123.66842,38.85587,87.5,22
2022,SAUNDERS_MPA_1,MID,1,STRPURAD,140,pisco,-123.66842,38.85587,2.3333333333333335,22
2022,SAUNDERS_MPA_1,MID,2,STRPURAD,381,pisco,-123.66842,38.85587,6.35,22
2022,SAUNDERS_MPA_1,OUTER,1,STRPURAD,2,pisco,-123.66842,38.85587,0.03333333333333333,22
2022,SAUNDERS_MPA_1,OUTER,2,STRPURAD,6,pisco,-123.66842,38.85587,0.1,22
1999,NAPLES_CEN,MID,1,STRPURAD,2435,pisco,-119.9515,34.42185,40.583333333333336,-1
1999,NAPLES_CEN,MID,2,STRPURAD,1942,pisco,-119.9515,34.42185,32.36666666666667,-1
1999,NAPLES_CEN,MID,3,STRPURAD,28,pisco,-119.9515,34.42185,0.4666666666666667,-1
1999,NAPLES_CEN,MID,4,STRPURAD,64,pisco,-119.9515,34.42185,1.0666666666666667,-1
1999,NAPLES_CEN,OUTER,1,STRPURAD,5965,pisco,-119.9515,34.42185,99.41666666666667,-1
1999,NAPLES_CEN,OUTER,2,STRPURAD,1615,pisco,-119.9515,34.42185,26.916666666666668,-1
1999,NAPLES_E,MID,1,STRPURAD,980,pisco,-119.951017,34.423333,16.333333333333332,-1
1999,NAPLES_E,MID,2,STRPURAD,2040,pisco,-119.951017,34.423333,34,-1
1999,NAPLES_E,OUTER,1,STRPURAD,309,pisco,-119.951017,34.423333,5.15,-1
1999,NAPLES_E,OUTER,2,STRPURAD,1455,pisco,-119.951017,34.423333,24.25,-1
1999,ANACAPA_EAST_ISLE_CEN,INNER,1,STRPURAD,55,pisco,-119.363683,34.017667,0.9166666666666666,-1
1999,ANACAPA_EAST_ISLE_CEN,MID,1,STRPURAD,1,pisco,-119.363683,34.017667,0.016666666666666666,-1
1999,ANACAPA_EAST_ISLE_CEN,OUTER,1,STRPURAD,1,pisco,-119.363683,34.017667,0.016666666666666666,-1
1999,ANACAPA_EAST_ISLE_E,INNER,1,STRPURAD,36,pisco,-119.361133,34.017033,0.6,-1
1999,ANACAPA_EAST_ISLE_E,MID,1,STRPURAD,15,pisco,-119.361133,34.017033,0.25,-1
1999,ANACAPA_EAST_ISLE_E,OUTER,1,STRPURAD,15,pisco,-119.361133,34.017033,0.25,-1
1999,ANACAPA_EAST_ISLE_W,INNER,1,STRPURAD,165,pisco,-119.371733,34.015867,2.75,-1
1999,ANACAPA_EAST_ISLE_W,INNER,2,STRPURAD,83,pisco,-119.371733,34.015867,1.3833333333333333,-1
1999,ANACAPA_EAST_ISLE_W,OUTER,1,STRPURAD,11,pisco,-119.371733,34.015867,0.18333333333333332,-1
1999,ANACAPA_EAST_ISLE_W,OUTER,2,STRPURAD,33,pisco,-119.371733,34.015867,0.55,-1
2000,NAPLES_CEN,INNER,1,STRPURAD,1310,pisco,-119.9515,34.42185,21.833333333333332,0
2000,NAPLES_CEN,INNER,2,STRPURAD,2500,pisco,-119.9515,34.42185,41.666666666666664,0
2000,NAPLES_CEN,MID,1,STRPURAD,1790,pisco,-119.9515,34.42185,29.833333333333332,0
2000,NAPLES_CEN,MID,2,STRPURAD,2120,pisco,-119.9515,34.42185,35.333333333333336,0
2000,NAPLES_CEN,OUTER,1,STRPURAD,960,pisco,-119.9515,34.42185,16,0
2000,NAPLES_CEN,OUTER,2,STRPURAD,560,pisco,-119.9515,34.42185,9.333333333333334,0
2000,NAPLES_CEN,INNER,3,STRPURAD,1220,pisco,-119.9515,34.42185,20.333333333333332,0
2000,NAPLES_CEN,INNER,4,STRPURAD,2110,pisco,-119.9515,34.42185,35.166666666666664,0
2000,NAPLES_CEN,MID,3,STRPURAD,1150,pisco,-119.9515,34.42185,19.166666666666668,0
2000,NAPLES_CEN,MID,4,STRPURAD,1260,pisco,-119.9515,34.42185,21,0
2000,NAPLES_CEN,OUTER,3,STRPURAD,780,pisco,-119.9515,34.42185,13,0
2000,ANACAPA_MIDDLE_ISLE_E,INNER,1,STRPURAD,480,pisco,-119.388167,34.0085,8,0
2000,ANACAPA_MIDDLE_ISLE_E,INNER,2,STRPURAD,80,pisco,-119.388167,34.0085,1.3333333333333333,0
2000,ANACAPA_MIDDLE_ISLE_E,MID,1,STRPURAD,170,pisco,-119.388167,34.0085,2.8333333333333335,0
2000,ANACAPA_MIDDLE_ISLE_E,MID,2,STRPURAD,1270,pisco,-119.388167,34.0085,21.166666666666668,0
2000,ANACAPA_MIDDLE_ISLE_E,MID,3,STRPURAD,100,pisco,-119.388167,34.0085,1.6666666666666667,0
2000,ANACAPA_MIDDLE_ISLE_E,MID,4,STRPURAD,850,pisco,-119.388167,34.0085,14.166666666666666,0
2000,ANACAPA_MIDDLE_ISLE_E,OUTER,1,STRPURAD,690,pisco,-119.388167,34.0085,11.5,0
2000,ANACAPA_MIDDLE_ISLE_E,OUTER,2,STRPURAD,510,pisco,-119.388167,34.0085,8.5,0
2000,ANACAPA_MIDDLE_ISLE_E,OUTER,3,STRPURAD,670,pisco,-119.388167,34.0085,11.166666666666666,0
2000,ANACAPA_EAST_ISLE_CEN,INNER,1,STRPURAD,0,pisco,-119.363683,34.017667,0,0
2000,ANACAPA_EAST_ISLE_CEN,INNER,2,STRPURAD,220,pisco,-119.363683,34.017667,3.6666666666666665,0
2000,ANACAPA_EAST_ISLE_CEN,OUTER,1,STRPURAD,100,pisco,-119.363683,34.017667,1.6666666666666667,0
2000,ANACAPA_EAST_ISLE_CEN,OUTER,2,STRPURAD,90,pisco,-119.363683,34.017667,1.5,0
2000,ANACAPA_EAST_ISLE_E,INNER,1,STRPURAD,70,pisco,-119.361133,34.017033,1.1666666666666667,0
2000,ANACAPA_EAST_ISLE_E,MID,1,STRPURAD,80,pisco,-119.361133,34.017033,1.3333333333333333,0
2000,ANACAPA_EAST_ISLE_E,OUTER,1,STRPURAD,0,pisco,-119.361133,34.017033,0,0
2000,ANACAPA_EAST_ISLE_E,OUTER,2,STRPURAD,70,pisco,-119.361133,34.017033,1.1666666666666667,0
2000,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,STRPURAD,10,pisco,-119.3877751,34.0100609,0.16666666666666666,0
2000,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,STRPURAD,30,pisco,-119.3877751,34.0100609,0.5,0
2000,ANACAPA_MIDDLE_ISLE_CEN,OUTER,3,STRPURAD,360,pisco,-119.3877751,34.0100609,6,0
2000,ANACAPA_EAST_ISLE_W,INNER,1,STRPURAD,120,pisco,-119.371733,34.015867,2,0
2000,ANACAPA_EAST_ISLE_W,INNER,2,STRPURAD,200,pisco,-119.371733,34.015867,3.3333333333333335,0
2000,ANACAPA_EAST_ISLE_W,OUTER,1,STRPURAD,50,pisco,-119.371733,34.015867,0.8333333333333334,0
2000,ANACAPA_EAST_ISLE_W,OUTER,2,STRPURAD,320,pisco,-119.371733,34.015867,5.333333333333333,0
2000,SCI_PELICAN_CEN,INNER,1,STRPURAD,200,pisco,-119.69665,34.03065,3.3333333333333335,0
2000,SCI_PELICAN_CEN,INNER,2,STRPURAD,390,pisco,-119.69665,34.03065,6.5,0
2000,SCI_PELICAN_CEN,OUTER,1,STRPURAD,10,pisco,-119.69665,34.03065,0.16666666666666666,0
2000,SCI_PELICAN_CEN,OUTER,2,STRPURAD,0,pisco,-119.69665,34.03065,0,0
2000,SCI_PELICAN_E,INNER,1,STRPURAD,380,pisco,-119.690917,34.02805,6.333333333333333,0
2000,SCI_PELICAN_E,INNER,2,STRPURAD,230,pisco,-119.690917,34.02805,3.8333333333333335,0
2000,SCI_PELICAN_E,OUTER,1,STRPURAD,230,pisco,-119.690917,34.02805,3.8333333333333335,0
2000,SCI_PELICAN_E,OUTER,2,STRPURAD,70,pisco,-119.690917,34.02805,1.1666666666666667,0
2000,SCI_HAZARDS_CEN,INNER,1,STRPURAD,600,pisco,-119.821167,34.056583,10,0
2000,SCI_HAZARDS_CEN,INNER,2,STRPURAD,1040,pisco,-119.821167,34.056583,17.333333333333332,0
2000,SCI_HAZARDS_CEN,OUTER,1,STRPURAD,370,pisco,-119.821167,34.056583,6.166666666666667,0
2000,SCI_HAZARDS_CEN,OUTER,2,STRPURAD,1020,pisco,-119.821167,34.056583,17,0
2000,SCI_PELICAN_W,INNER,1,STRPURAD,920,pisco,-119.7023,34.035867,15.333333333333334,0
2000,SCI_PELICAN_W,INNER,2,STRPURAD,2360,pisco,-119.7023,34.035867,39.333333333333336,0
2000,SCI_PELICAN_W,OUTER,1,STRPURAD,260,pisco,-119.7023,34.035867,4.333333333333333,0
2000,SCI_PELICAN_W,OUTER,2,STRPURAD,790,pisco,-119.7023,34.035867,13.166666666666666,0
2000,SCI_HAZARDS_W,INNER,1,STRPURAD,4690,pisco,-119.824833,34.0581,78.16666666666667,0
2000,SCI_HAZARDS_W,INNER,2,STRPURAD,1550,pisco,-119.824833,34.0581,25.833333333333332,0
2000,SCI_HAZARDS_W,OUTER,1,STRPURAD,400,pisco,-119.824833,34.0581,6.666666666666667,0
2000,SCI_HAZARDS_W,OUTER,2,STRPURAD,1240,pisco,-119.824833,34.0581,20.666666666666668,0
2000,SCI_HAZARDS_E,INNER,1,STRPURAD,1440,pisco,-119.81935,34.054383,24,0
2000,SCI_HAZARDS_E,INNER,2,STRPURAD,990,pisco,-119.81935,34.054383,16.5,0
2000,SCI_HAZARDS_E,OUTER,1,STRPURAD,580,pisco,-119.81935,34.054383,9.666666666666666,0
2000,SCI_HAZARDS_E,OUTER,2,STRPURAD,740,pisco,-119.81935,34.054383,12.333333333333334,0
2001,ANACAPA_EAST_ISLE_CEN,OUTER,1,STRPURAD,118,pisco,-119.363683,34.017667,1.9666666666666666,1
2001,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,STRPURAD,51,pisco,-119.3877751,34.0100609,0.85,1
2001,NAPLES_CEN,INNER,3,STRPURAD,4270,pisco,-119.9515,34.42185,71.16666666666667,1
2001,NAPLES_CEN,INNER,4,STRPURAD,1670,pisco,-119.9515,34.42185,27.833333333333332,1
2001,NAPLES_CEN,MID,3,STRPURAD,660,pisco,-119.9515,34.42185,11,1
2001,NAPLES_CEN,MID,4,STRPURAD,690,pisco,-119.9515,34.42185,11.5,1
2001,NAPLES_CEN,OUTER,3,STRPURAD,0,pisco,-119.9515,34.42185,0,1
2001,NAPLES_CEN,OUTER,4,STRPURAD,50,pisco,-119.9515,34.42185,0.8333333333333334,1
2001,NAPLES_CEN,INNER,1,STRPURAD,2850,pisco,-119.9515,34.42185,47.5,1
2001,NAPLES_CEN,INNER,2,STRPURAD,1270,pisco,-119.9515,34.42185,21.166666666666668,1
2001,NAPLES_CEN,MID,1,STRPURAD,750,pisco,-119.9515,34.42185,12.5,1
2001,NAPLES_CEN,MID,2,STRPURAD,1060,pisco,-119.9515,34.42185,17.666666666666668,1
2001,NAPLES_CEN,OUTER,1,STRPURAD,730,pisco,-119.9515,34.42185,12.166666666666666,1
2001,NAPLES_CEN,OUTER,2,STRPURAD,10,pisco,-119.9515,34.42185,0.16666666666666666,1
2001,ANACAPA_EAST_ISLE_E,INNER,1,STRPURAD,60,pisco,-119.361133,34.017033,1,1
2001,ANACAPA_EAST_ISLE_E,INNER,2,STRPURAD,150,pisco,-119.361133,34.017033,2.5,1
2001,ANACAPA_EAST_ISLE_E,OUTER,1,STRPURAD,50,pisco,-119.361133,34.017033,0.8333333333333334,1
2001,ANACAPA_EAST_ISLE_E,OUTER,2,STRPURAD,30,pisco,-119.361133,34.017033,0.5,1
2001,SCI_FORNEY_E,INNER,1,STRPURAD,20,pisco,-119.909667,34.051483,0.3333333333333333,1
2001,SCI_FORNEY_E,INNER,2,STRPURAD,0,pisco,-119.909667,34.051483,0,1
2001,SCI_FORNEY_E,INNER,3,STRPURAD,20,pisco,-119.909667,34.051483,0.3333333333333333,1
2001,SCI_FORNEY_E,OUTER,1,STRPURAD,40,pisco,-119.909667,34.051483,0.6666666666666666,1
2001,SCI_FORNEY_E,OUTER,2,STRPURAD,80,pisco,-119.909667,34.051483,1.3333333333333333,1
2001,SCI_FORNEY_W,INNER,1,STRPURAD,60,pisco,-119.9182,34.053883,1,1
2001,SCI_FORNEY_W,OUTER,1,STRPURAD,60,pisco,-119.9182,34.053883,1,1
2001,SCI_FORNEY_W,OUTER,2,STRPURAD,110,pisco,-119.9182,34.053883,1.8333333333333333,1
2001,SCI_PELICAN_CEN,INNER,1,STRPURAD,690,pisco,-119.69665,34.03065,11.5,1
2001,SCI_PELICAN_CEN,INNER,2,STRPURAD,0,pisco,-119.69665,34.03065,0,1
2001,SCI_PELICAN_CEN,OUTER,1,STRPURAD,160,pisco,-119.69665,34.03065,2.6666666666666665,1
2001,SCI_PELICAN_CEN,OUTER,2,STRPURAD,50,pisco,-119.69665,34.03065,0.8333333333333334,1
2001,SCI_PELICAN_CEN,OUTER,3,STRPURAD,0,pisco,-119.69665,34.03065,0,1
2001,SCI_PELICAN_W,INNER,1,STRPURAD,2940,pisco,-119.7023,34.035867,49,1
2001,SCI_PELICAN_W,INNER,2,STRPURAD,4970,pisco,-119.7023,34.035867,82.83333333333333,1
2001,SCI_PELICAN_W,OUTER,1,STRPURAD,680,pisco,-119.7023,34.035867,11.333333333333334,1
2001,SCI_PELICAN_W,OUTER,2,STRPURAD,2020,pisco,-119.7023,34.035867,33.666666666666664,1
2001,SCI_HAZARDS_CEN,INNER,1,STRPURAD,120,pisco,-119.821167,34.056583,2,1
2001,SCI_HAZARDS_CEN,INNER,2,STRPURAD,950,pisco,-119.821167,34.056583,15.833333333333334,1
2001,SCI_HAZARDS_CEN,OUTER,1,STRPURAD,180,pisco,-119.821167,34.056583,3,1
2001,SCI_HAZARDS_CEN,OUTER,2,STRPURAD,150,pisco,-119.821167,34.056583,2.5,1
2001,SCI_HAZARDS_E,OUTER,1,STRPURAD,440,pisco,-119.81935,34.054383,7.333333333333333,1
2001,SCI_HAZARDS_E,OUTER,2,STRPURAD,360,pisco,-119.81935,34.054383,6,1
2001,SCI_HAZARDS_W,INNER,1,STRPURAD,0,pisco,-119.824833,34.0581,0,1
2001,SCI_HAZARDS_W,INNER,2,STRPURAD,0,pisco,-119.824833,34.0581,0,1
2001,SCI_HAZARDS_W,OUTER,1,STRPURAD,40,pisco,-119.824833,34.0581,0.6666666666666666,1
2001,SCI_HAZARDS_W,OUTER,2,STRPURAD,350,pisco,-119.824833,34.0581,5.833333333333333,1
2001,SCI_YELLOWBANKS_CEN,OUTER,1,STRPURAD,0,pisco,-119.546983,33.988533,0,1
2001,SCI_YELLOWBANKS_CEN,OUTER,2,STRPURAD,0,pisco,-119.546983,33.988533,0,1
2001,ANACAPA_EAST_ISLE_W,INNER,1,STRPURAD,230,pisco,-119.371733,34.015867,3.8333333333333335,1
2001,ANACAPA_EAST_ISLE_W,OUTER,1,STRPURAD,380,pisco,-119.371733,34.015867,6.333333333333333,1
2001,ANACAPA_MIDDLE_ISLE_E,INNER,1,STRPURAD,1330,pisco,-119.388167,34.0085,22.166666666666668,1
2001,ANACAPA_MIDDLE_ISLE_E,OUTER,1,STRPURAD,780,pisco,-119.388167,34.0085,13,1
2001,ANACAPA_MIDDLE_ISLE_W,OUTER,1,STRPURAD,260,pisco,-119.394467,34.007833,4.333333333333333,1
2001,ANACAPA_MIDDLE_ISLE_W,OUTER,2,STRPURAD,140,pisco,-119.394467,34.007833,2.3333333333333335,1
2002,NAPLES_CEN,INNER,1,STRPURAD,825,pisco,-119.9515,34.42185,13.75,2
2002,NAPLES_CEN,INNER,2,STRPURAD,910,pisco,-119.9515,34.42185,15.166666666666666,2
2002,NAPLES_CEN,MID,1,STRPURAD,11,pisco,-119.9515,34.42185,0.18333333333333332,2
2002,NAPLES_CEN,MID,2,STRPURAD,0,pisco,-119.9515,34.42185,0,2
2002,NAPLES_CEN,OUTER,1,STRPURAD,0,pisco,-119.9515,34.42185,0,2
2002,NAPLES_CEN,OUTER,2,STRPURAD,300,pisco,-119.9515,34.42185,5,2
2002,NAPLES_E,INNER,1,STRPURAD,910,pisco,-119.951017,34.423333,15.166666666666666,2
2002,NAPLES_E,INNER,2,STRPURAD,0,pisco,-119.951017,34.423333,0,2
2002,NAPLES_E,MID,1,STRPURAD,880,pisco,-119.951017,34.423333,14.666666666666666,2
2002,NAPLES_E,MID,2,STRPURAD,0,pisco,-119.951017,34.423333,0,2
2002,NAPLES_E,OUTER,1,STRPURAD,20,pisco,-119.951017,34.423333,0.3333333333333333,2
2002,NAPLES_E,OUTER,2,STRPURAD,0,pisco,-119.951017,34.423333,0,2
2002,SCI_PELICAN_CEN,INNER,1,STRPURAD,550,pisco,-119.69665,34.03065,9.166666666666666,2
2002,SCI_PELICAN_CEN,INNER,2,STRPURAD,750,pisco,-119.69665,34.03065,12.5,2
2002,SCI_PELICAN_CEN,OUTER,1,STRPURAD,590,pisco,-119.69665,34.03065,9.833333333333334,2
2002,SCI_PELICAN_CEN,OUTER,2,STRPURAD,0,pisco,-119.69665,34.03065,0,2
2002,SCI_PELICAN_E,INNER,2,STRPURAD,890,pisco,-119.690917,34.02805,14.833333333333334,2
2002,SCI_PELICAN_E,OUTER,1,STRPURAD,1410,pisco,-119.690917,34.02805,23.5,2
2002,SCI_PELICAN_E,OUTER,2,STRPURAD,980,pisco,-119.690917,34.02805,16.333333333333332,2
2002,SCI_FORNEY_W,INNER,1,STRPURAD,200,pisco,-119.9182,34.053883,3.3333333333333335,2
2002,SCI_FORNEY_W,INNER,2,STRPURAD,0,pisco,-119.9182,34.053883,0,2
2002,SCI_FORNEY_W,MID,1,STRPURAD,10,pisco,-119.9182,34.053883,0.16666666666666666,2
2002,SCI_FORNEY_W,MID,2,STRPURAD,0,pisco,-119.9182,34.053883,0,2
2002,SCI_FORNEY_W,OUTER,1,STRPURAD,20,pisco,-119.9182,34.053883,0.3333333333333333,2
2002,SCI_FORNEY_W,OUTER,2,STRPURAD,10,pisco,-119.9182,34.053883,0.16666666666666666,2
2002,SCI_FORNEY_E,INNER,1,STRPURAD,10,pisco,-119.909667,34.051483,0.16666666666666666,2
2002,SCI_FORNEY_E,INNER,2,STRPURAD,0,pisco,-119.909667,34.051483,0,2
2002,SCI_FORNEY_E,MID,1,STRPURAD,0,pisco,-119.909667,34.051483,0,2
2002,SCI_FORNEY_E,MID,2,STRPURAD,0,pisco,-119.909667,34.051483,0,2
2002,SCI_FORNEY_E,OUTER,1,STRPURAD,0,pisco,-119.909667,34.051483,0,2
2002,SCI_FORNEY_E,OUTER,2,STRPURAD,0,pisco,-119.909667,34.051483,0,2
2002,SCI_YELLOWBANKS_W,INNER,1,STRPURAD,260,pisco,-119.564933,33.9893,4.333333333333333,2
2002,SCI_YELLOWBANKS_W,INNER,2,STRPURAD,0,pisco,-119.564933,33.9893,0,2
2002,SCI_YELLOWBANKS_W,MID,1,STRPURAD,0,pisco,-119.564933,33.9893,0,2
2002,SCI_YELLOWBANKS_W,MID,2,STRPURAD,0,pisco,-119.564933,33.9893,0,2
2002,SCI_YELLOWBANKS_W,OUTER,1,STRPURAD,170,pisco,-119.564933,33.9893,2.8333333333333335,2
2002,SCI_YELLOWBANKS_W,OUTER,2,STRPURAD,70,pisco,-119.564933,33.9893,1.1666666666666667,2
2002,SCI_PELICAN_E,INNER,1,STRPURAD,2160,pisco,-119.690917,34.02805,36,2
2002,SCI_PELICAN_W,INNER,1,STRPURAD,580,pisco,-119.7023,34.035867,9.666666666666666,2
2002,SCI_PELICAN_W,INNER,2,STRPURAD,1380,pisco,-119.7023,34.035867,23,2
2002,SCI_PELICAN_W,OUTER,1,STRPURAD,450,pisco,-119.7023,34.035867,7.5,2
2002,SCI_PELICAN_W,OUTER,2,STRPURAD,1700,pisco,-119.7023,34.035867,28.333333333333332,2
2002,SCI_HAZARDS_CEN,INNER,1,STRPURAD,1380,pisco,-119.821167,34.056583,23,2
2002,SCI_HAZARDS_CEN,INNER,2,STRPURAD,1410,pisco,-119.821167,34.056583,23.5,2
2002,SCI_HAZARDS_CEN,OUTER,1,STRPURAD,10,pisco,-119.821167,34.056583,0.16666666666666666,2
2002,SCI_HAZARDS_CEN,OUTER,2,STRPURAD,10,pisco,-119.821167,34.056583,0.16666666666666666,2
2002,SCI_HAZARDS_E,INNER,1,STRPURAD,140,pisco,-119.81935,34.054383,2.3333333333333335,2
2002,SCI_HAZARDS_E,INNER,2,STRPURAD,250,pisco,-119.81935,34.054383,4.166666666666667,2
2002,SCI_HAZARDS_E,OUTER,1,STRPURAD,0,pisco,-119.81935,34.054383,0,2
2002,SCI_HAZARDS_E,OUTER,2,STRPURAD,10,pisco,-119.81935,34.054383,0.16666666666666666,2
2002,SCI_HAZARDS_W,INNER,1,STRPURAD,500,pisco,-119.824833,34.0581,8.333333333333334,2
2002,SCI_HAZARDS_W,INNER,2,STRPURAD,680,pisco,-119.824833,34.0581,11.333333333333334,2
2002,SCI_HAZARDS_W,OUTER,1,STRPURAD,0,pisco,-119.824833,34.0581,0,2
2002,SCI_HAZARDS_W,OUTER,2,STRPURAD,0,pisco,-119.824833,34.0581,0,2
2002,ANACAPA_MIDDLE_ISLE_CEN,OUTER,1,STRPURAD,510,pisco,-119.3877751,34.0100609,8.5,2
2002,ANACAPA_MIDDLE_ISLE_CEN,OUTER,2,STRPURAD,120,pisco,-119.3877751,34.0100609,2,2
2002,ANACAPA_MIDDLE_ISLE_E,INNER,1,STRPURAD,940,pisco,-119.388167,34.0085,15.666666666666666,2
2002,ANACAPA_MIDDLE_ISLE_E,INNER,2,STRPURAD,2890,pisco,-119.388167,34.0085,48.166666666666664,2
2002,ANACAPA_MIDDLE_ISLE_E,OUTER,1,STRPURAD,1000,pisco,-119.388167,34.0085,16.666666666666668,2
2002,ANACAPA_MIDDLE_ISLE_E,OUTER,2,STRPURAD,110,pisco,-119.388167,34.0085,1.8333333333333333,2
2002,ANACAPA_MIDDLE_ISLE_W,INNER,1,STRPURAD,2940,pisco,-119.394467,34.007833,49,2
2002,ANACAPA_MIDDLE_ISLE_W,INNER,2,STRPURAD,4040,pisco,-119.394467,34.007833,67.33333333333333,2
2002,ANACAPA_MIDDLE_ISLE_W,OUTER,1,STRPURAD,800,pisco,-119.394467,34.007833,13.333333333333334,2
2002,ANACAPA_MIDDLE_ISLE_W,OUTER,2,STRPURAD,1360,pisco,-119.394467,34.007833,22.666666666666668,2
2002,ANACAPA_EAST_ISLE_CEN,INNER,1,STRPURAD,350,pisco,-119.363683,34.017667,5.833333333333333,2
2002,ANACAPA_EAST_ISLE_CEN,INNER,2,STRPURAD,150,pisco,-119.363683,34.017667,2.5,2
2002,ANACAPA_EAST_ISLE_CEN,OUTER,1,STRPURAD,30,pisco,-119.363683,34.017667,0.5,2
2002,ANACAPA_EAST_ISLE_CEN,OUTER,2,STRPURAD,140,pisco,-119.363683,34.017667,2.3333333333333335,2
2002,ANACAPA_EAST_ISLE_E,INNER,1,STRPURAD,190,pisco,-119.361133,34.017033,3.1666666666666665,2
2002,ANACAPA_EAST_ISLE_E,INNER,2,STRPURAD,410,pisco,-119.361133,34.017033,6.833333333333333,2
2002,ANACAPA_EAST_ISLE_E,OUTER,1,STRPURAD,120,pisco,-119.361133,34.017033,2,2
2002,ANACAPA_EAST_ISLE_E,OUTER,2,STRPURAD,0,pisco,-119.361133,34.017033,0,2
2002,ANACAPA_EAST_ISLE_W,INNER,1,STRPURAD,540,pisco,-119.371733,34.015867,9,2
2002,ANACAPA_EAST_ISLE_W,INNER,2,STRPURAD,430,pisco,-119.371733,34.015867,7.166666666666667,2
