site,longitude,latitude,survey_year,zone,transect,classcode,count,survey,distance
CANNERY_UC,-121.894574,36.612639,2012,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2013,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2014,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2014,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2014,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2014,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2014,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2014,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2015,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2015,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2015,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2015,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2015,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2015,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2017,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2017,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2017,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2017,OUTER,2,NERLUE,1,pisco,NA
CANNERY_UC,-121.894574,36.612639,2017,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2017,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2018,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2018,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2018,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2018,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2018,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2018,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2020,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2020,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2020,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2020,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2020,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2020,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2021,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2021,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2021,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2021,MID,2,NERLUE,2,pisco,NA
CANNERY_UC,-121.894574,36.612639,2021,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2021,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2022,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2022,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2022,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2022,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2022,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2022,OUTER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2023,INNER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2023,INNER,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2023,MID,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2023,MID,2,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2023,OUTER,1,NERLUE,0,pisco,NA
CANNERY_UC,-121.894574,36.612639,2023,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2007,INNER,1,NERLUE,82,pisco,NA
CROWBAR,-120.881427,35.226163,2007,INNER,2,NERLUE,34,pisco,NA
CROWBAR,-120.881427,35.226163,2007,MID,1,NERLUE,18,pisco,NA
CROWBAR,-120.881427,35.226163,2007,MID,2,NERLUE,4,pisco,NA
CROWBAR,-120.881427,35.226163,2007,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2007,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2008,INNER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2008,INNER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2008,MID,1,NERLUE,2,pisco,NA
CROWBAR,-120.881427,35.226163,2008,MID,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2008,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2008,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2011,INNER,1,NERLUE,1,pisco,NA
CROWBAR,-120.881427,35.226163,2011,INNER,2,NERLUE,3,pisco,NA
CROWBAR,-120.881427,35.226163,2011,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2011,MID,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2011,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2011,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2016,INNER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2016,INNER,2,NERLUE,1,pisco,NA
CROWBAR,-120.881427,35.226163,2016,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2016,MID,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2016,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2016,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2017,INNER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2017,INNER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2017,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2017,MID,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2017,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2017,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2018,INNER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2018,INNER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2018,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2018,MID,2,NERLUE,3,pisco,NA
CROWBAR,-120.881427,35.226163,2018,OUTER,1,NERLUE,13,pisco,NA
CROWBAR,-120.881427,35.226163,2018,OUTER,2,NERLUE,11,pisco,NA
CROWBAR,-120.881427,35.226163,2019,INNER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2019,INNER,2,NERLUE,1,pisco,NA
CROWBAR,-120.881427,35.226163,2019,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2019,MID,2,NERLUE,1,pisco,NA
CROWBAR,-120.881427,35.226163,2019,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2019,OUTER,2,NERLUE,4,pisco,NA
CROWBAR,-120.881427,35.226163,2020,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2020,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2020,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2020,MID,2,NERLUE,1,pisco,NA
CROWBAR,-120.881427,35.226163,2020,INNER,1,NERLUE,4,pisco,NA
CROWBAR,-120.881427,35.226163,2020,INNER,2,NERLUE,1,pisco,NA
CROWBAR,-120.881427,35.226163,2021,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2021,MID,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2021,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2021,OUTER,2,NERLUE,3,pisco,NA
CROWBAR,-120.881427,35.226163,2021,INNER,1,NERLUE,2,pisco,NA
CROWBAR,-120.881427,35.226163,2021,INNER,2,NERLUE,2,pisco,NA
CROWBAR,-120.881427,35.226163,2022,MID,1,NERLUE,1,pisco,NA
CROWBAR,-120.881427,35.226163,2022,MID,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2022,OUTER,1,NERLUE,2,pisco,NA
CROWBAR,-120.881427,35.226163,2022,OUTER,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2023,MID,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2023,MID,2,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2023,OUTER,1,NERLUE,0,pisco,NA
CROWBAR,-120.881427,35.226163,2023,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2007,INNER,1,NERLUE,7,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2007,INNER,2,NERLUE,35,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2007,MID,1,NERLUE,3,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2007,MID,2,NERLUE,9,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2007,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2007,OUTER,2,NERLUE,4,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2008,INNER,1,NERLUE,42,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2008,INNER,2,NERLUE,117,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2008,MID,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2008,MID,2,NERLUE,3,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2008,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2008,OUTER,2,NERLUE,4,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2011,INNER,1,NERLUE,4,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2011,INNER,2,NERLUE,3,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2011,MID,1,NERLUE,2,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2011,MID,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2011,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2011,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2016,INNER,1,NERLUE,8,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2016,INNER,2,NERLUE,11,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2016,MID,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2016,MID,2,NERLUE,48,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2016,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2016,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2017,INNER,1,NERLUE,236,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2017,INNER,2,NERLUE,97,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2017,MID,1,NERLUE,31,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2017,MID,2,NERLUE,22,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2017,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2017,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2018,INNER,1,NERLUE,10,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2018,INNER,2,NERLUE,1,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2018,MID,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2018,MID,2,NERLUE,1,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2018,OUTER,1,NERLUE,6,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2018,OUTER,2,NERLUE,20,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2019,INNER,1,NERLUE,15,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2019,INNER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2019,MID,1,NERLUE,5,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2019,MID,2,NERLUE,2,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2019,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2019,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2020,INNER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2020,INNER,2,NERLUE,22,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2020,MID,1,NERLUE,3,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2020,MID,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2020,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2020,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2021,OUTER,1,NERLUE,32,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2021,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2021,MID,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2021,MID,2,NERLUE,1,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2021,INNER,1,NERLUE,49,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2021,INNER,2,NERLUE,5,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2022,MID,1,NERLUE,110,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2022,MID,2,NERLUE,85,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2022,OUTER,1,NERLUE,3,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2022,OUTER,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2023,MID,1,NERLUE,3,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2023,MID,2,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2023,OUTER,1,NERLUE,0,pisco,NA
GREEN_PEAK,-120.830687,35.190104,2023,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,1999,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,1999,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,1999,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,1999,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,1999,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,1999,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2000,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2000,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2000,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2000,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2000,OUTER,1,NERLUE,24,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2000,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2001,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2001,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2001,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2001,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2001,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2001,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2002,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2002,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2002,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2002,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2002,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2002,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2003,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2003,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2003,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2003,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2003,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2003,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2004,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2004,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2004,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2004,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2004,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2004,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2005,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2005,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2005,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2005,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2005,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2005,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2006,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2006,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2006,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2006,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2006,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2006,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2007,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2007,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2007,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2007,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2007,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2007,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2008,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2008,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2008,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2008,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2008,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2008,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2009,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2009,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2009,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2009,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2009,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2009,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2010,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2010,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2010,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2010,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2010,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2010,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2011,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2011,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2011,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2011,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2011,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2011,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2012,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2012,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2012,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2012,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2012,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2012,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2013,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2013,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2013,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2013,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2013,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2013,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2014,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2014,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2014,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2014,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2014,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2014,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2015,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2015,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2015,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2015,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2015,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2015,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2016,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2016,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2016,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2016,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2016,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2016,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2017,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2017,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2017,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2017,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2017,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2017,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2018,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2018,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2018,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2018,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2018,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2018,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2019,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2019,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2019,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2019,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2019,OUTER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2019,OUTER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2020,INNER,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2020,INNER,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2020,MID,1,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2020,MID,2,NERLUE,0,pisco,NA
HOPKINS_DC,-121.904196,36.623586,2020,OUTER,1,NERLUE,0,pisco,NA
