site,longitude,latitude,survey_year,zone,transect,classcode,count,survey,density,year
120_REEF,-118.39227,33.73749,2010,INNER,1,MACPYRAD,17,pisco,0.2833333333333333,10
120_REEF,-118.39227,33.73749,2010,INNER,2,MACPYRAD,24,pisco,0.4,10
120_REEF,-118.39227,33.73749,2010,MID,1,MACPYRAD,21,pisco,0.35,10
120_REEF,-118.39227,33.73749,2010,MID,2,MACPYRAD,17,pisco,0.2833333333333333,10
120_REEF,-118.39227,33.73749,2011,INNER,1,MACPYRAD,28,pisco,0.4666666666666667,11
120_REEF,-118.39227,33.73749,2011,INNER,2,MACPYRAD,8,pisco,0.13333333333333333,11
120_REEF,-118.39227,33.73749,2011,MID,1,MACPYRAD,44,pisco,0.7333333333333333,11
120_REEF,-118.39227,33.73749,2011,MID,2,MACPYRAD,38,pisco,0.6333333333333333,11
120_REEF,-118.39227,33.73749,2012,INNER,1,MACPYRAD,5,pisco,0.08333333333333333,12
120_REEF,-118.39227,33.73749,2012,INNER,2,MACPYRAD,9,pisco,0.15,12
120_REEF,-118.39227,33.73749,2012,MID,1,MACPYRAD,19,pisco,0.31666666666666665,12
120_REEF,-118.39227,33.73749,2012,MID,2,MACPYRAD,24,pisco,0.4,12
120_REEF,-118.39227,33.73749,2013,INNER,1,MACPYRAD,2,pisco,0.03333333333333333,13
120_REEF,-118.39227,33.73749,2013,INNER,2,MACPYRAD,0,pisco,0,13
120_REEF,-118.39227,33.73749,2013,MID,1,MACPYRAD,33,pisco,0.55,13
120_REEF,-118.39227,33.73749,2013,MID,2,MACPYRAD,16,pisco,0.26666666666666666,13
120_REEF,-118.39227,33.73749,2015,INNER,1,MACPYRAD,9,pisco,0.15,15
120_REEF,-118.39227,33.73749,2015,INNER,2,MACPYRAD,24,pisco,0.4,15
120_REEF,-118.39227,33.73749,2015,MID,1,MACPYRAD,12,pisco,0.2,15
120_REEF,-118.39227,33.73749,2015,MID,2,MACPYRAD,10,pisco,0.16666666666666666,15
120_REEF,-118.39227,33.73749,2016,INNER,1,MACPYRAD,36,pisco,0.6,16
120_REEF,-118.39227,33.73749,2016,INNER,2,MACPYRAD,42,pisco,0.7,16
120_REEF,-118.39227,33.73749,2016,MID,1,MACPYRAD,46,pisco,0.7666666666666667,16
120_REEF,-118.39227,33.73749,2016,MID,2,MACPYRAD,35,pisco,0.5833333333333334,16
120_REEF,-118.39227,33.73749,2017,INNER,1,MACPYRAD,71,pisco,1.1833333333333333,17
120_REEF,-118.39227,33.73749,2017,INNER,2,MACPYRAD,80,pisco,1.3333333333333333,17
120_REEF,-118.39227,33.73749,2017,MID,1,MACPYRAD,56,pisco,0.9333333333333333,17
120_REEF,-118.39227,33.73749,2017,MID,2,MACPYRAD,56,pisco,0.9333333333333333,17
120_REEF,-118.39227,33.73749,2018,INNER,1,MACPYRAD,9,pisco,0.15,18
120_REEF,-118.39227,33.73749,2018,INNER,2,MACPYRAD,26,pisco,0.43333333333333335,18
120_REEF,-118.39227,33.73749,2018,MID,1,MACPYRAD,35,pisco,0.5833333333333334,18
120_REEF,-118.39227,33.73749,2018,MID,2,MACPYRAD,29,pisco,0.48333333333333334,18
120_REEF,-118.39227,33.73749,2019,INNER,1,MACPYRAD,27,pisco,0.45,19
120_REEF,-118.39227,33.73749,2019,INNER,2,MACPYRAD,26,pisco,0.43333333333333335,19
120_REEF,-118.39227,33.73749,2019,MID,1,MACPYRAD,1,pisco,0.016666666666666666,19
120_REEF,-118.39227,33.73749,2019,MID,2,MACPYRAD,5,pisco,0.08333333333333333,19
120_REEF,-118.39227,33.73749,2020,INNER,1,MACPYRAD,25,pisco,0.4166666666666667,20
120_REEF,-118.39227,33.73749,2020,INNER,2,MACPYRAD,35,pisco,0.5833333333333334,20
120_REEF,-118.39227,33.73749,2020,MID,1,MACPYRAD,6,pisco,0.1,20
120_REEF,-118.39227,33.73749,2020,MID,2,MACPYRAD,5,pisco,0.08333333333333333,20
120_REEF,-118.39227,33.73749,2021,INNER,1,MACPYRAD,13,pisco,0.21666666666666667,21
120_REEF,-118.39227,33.73749,2021,INNER,2,MACPYRAD,19,pisco,0.31666666666666665,21
120_REEF,-118.39227,33.73749,2021,MID,1,MACPYRAD,0,pisco,0,21
120_REEF,-118.39227,33.73749,2021,MID,2,MACPYRAD,2,pisco,0.03333333333333333,21
120_REEF,-118.39227,33.73749,2022,INNER,1,MACPYRAD,19,pisco,0.31666666666666665,22
120_REEF,-118.39227,33.73749,2022,INNER,2,MACPYRAD,22,pisco,0.36666666666666664,22
120_REEF,-118.39227,33.73749,2022,MID,1,MACPYRAD,7,pisco,0.11666666666666667,22
120_REEF,-118.39227,33.73749,2022,MID,2,MACPYRAD,8,pisco,0.13333333333333333,22
120_REEF,-118.39227,33.73749,2023,INNER,1,MACPYRAD,99,pisco,1.65,23
120_REEF,-118.39227,33.73749,2023,INNER,2,MACPYRAD,23,pisco,0.38333333333333336,23
120_REEF,-118.39227,33.73749,2023,MID,1,MACPYRAD,5,pisco,0.08333333333333333,23
120_REEF,-118.39227,33.73749,2023,MID,2,MACPYRAD,4,pisco,0.06666666666666667,23
120_REEF,-118.39227,33.73749,2010,INNER,1,MACSTIPES,57,pisco,0.95,10
120_REEF,-118.39227,33.73749,2010,INNER,2,MACSTIPES,176,pisco,2.933333333333333,10
120_REEF,-118.39227,33.73749,2010,MID,1,MACSTIPES,203,pisco,3.3833333333333333,10
120_REEF,-118.39227,33.73749,2010,MID,2,MACSTIPES,134,pisco,2.2333333333333334,10
120_REEF,-118.39227,33.73749,2011,INNER,1,MACSTIPES,354,pisco,5.9,11
120_REEF,-118.39227,33.73749,2011,INNER,2,MACSTIPES,73,pisco,1.2166666666666666,11
120_REEF,-118.39227,33.73749,2011,MID,1,MACSTIPES,174,pisco,2.9,11
120_REEF,-118.39227,33.73749,2011,MID,2,MACSTIPES,256,pisco,4.266666666666667,11
120_REEF,-118.39227,33.73749,2012,INNER,1,MACSTIPES,21,pisco,0.35,12
120_REEF,-118.39227,33.73749,2012,INNER,2,MACSTIPES,66,pisco,1.1,12
120_REEF,-118.39227,33.73749,2012,MID,1,MACSTIPES,308,pisco,5.133333333333334,12
120_REEF,-118.39227,33.73749,2012,MID,2,MACSTIPES,322,pisco,5.366666666666666,12
120_REEF,-118.39227,33.73749,2013,INNER,1,MACSTIPES,22,pisco,0.36666666666666664,13
120_REEF,-118.39227,33.73749,2013,INNER,2,MACSTIPES,0,pisco,0,13
120_REEF,-118.39227,33.73749,2013,MID,1,MACSTIPES,178,pisco,2.966666666666667,13
120_REEF,-118.39227,33.73749,2013,MID,2,MACSTIPES,89,pisco,1.4833333333333334,13
120_REEF,-118.39227,33.73749,2015,INNER,1,MACSTIPES,48,pisco,0.8,15
120_REEF,-118.39227,33.73749,2015,INNER,2,MACSTIPES,171,pisco,2.85,15
120_REEF,-118.39227,33.73749,2015,MID,1,MACSTIPES,115,pisco,1.9166666666666667,15
120_REEF,-118.39227,33.73749,2015,MID,2,MACSTIPES,76,pisco,1.2666666666666666,15
120_REEF,-118.39227,33.73749,2016,INNER,1,MACSTIPES,123,pisco,2.05,16
120_REEF,-118.39227,33.73749,2016,INNER,2,MACSTIPES,190,pisco,3.1666666666666665,16
120_REEF,-118.39227,33.73749,2016,MID,1,MACSTIPES,232,pisco,3.8666666666666667,16
120_REEF,-118.39227,33.73749,2016,MID,2,MACSTIPES,170,pisco,2.8333333333333335,16
120_REEF,-118.39227,33.73749,2017,INNER,1,MACSTIPES,396,pisco,6.6,17
120_REEF,-118.39227,33.73749,2017,INNER,2,MACSTIPES,416,pisco,6.933333333333334,17
120_REEF,-118.39227,33.73749,2017,MID,1,MACSTIPES,240,pisco,4,17
120_REEF,-118.39227,33.73749,2017,MID,2,MACSTIPES,240,pisco,4,17
120_REEF,-118.39227,33.73749,2018,INNER,1,MACSTIPES,47,pisco,0.7833333333333333,18
120_REEF,-118.39227,33.73749,2018,INNER,2,MACSTIPES,171,pisco,2.85,18
120_REEF,-118.39227,33.73749,2018,MID,1,MACSTIPES,321,pisco,5.35,18
120_REEF,-118.39227,33.73749,2018,MID,2,MACSTIPES,239,pisco,3.9833333333333334,18
120_REEF,-118.39227,33.73749,2019,INNER,1,MACSTIPES,106,pisco,1.7666666666666666,19
120_REEF,-118.39227,33.73749,2019,INNER,2,MACSTIPES,102,pisco,1.7,19
120_REEF,-118.39227,33.73749,2019,MID,1,MACSTIPES,2,pisco,0.03333333333333333,19
120_REEF,-118.39227,33.73749,2019,MID,2,MACSTIPES,10,pisco,0.16666666666666666,19
120_REEF,-118.39227,33.73749,2020,INNER,1,MACSTIPES,240,pisco,4,20
120_REEF,-118.39227,33.73749,2020,INNER,2,MACSTIPES,284,pisco,4.733333333333333,20
120_REEF,-118.39227,33.73749,2020,MID,1,MACSTIPES,87,pisco,1.45,20
120_REEF,-118.39227,33.73749,2020,MID,2,MACSTIPES,90,pisco,1.5,20
120_REEF,-118.39227,33.73749,2021,INNER,1,MACSTIPES,154,pisco,2.566666666666667,21
120_REEF,-118.39227,33.73749,2021,INNER,2,MACSTIPES,105,pisco,1.75,21
120_REEF,-118.39227,33.73749,2021,MID,1,MACSTIPES,0,pisco,0,21
120_REEF,-118.39227,33.73749,2021,MID,2,MACSTIPES,6,pisco,0.1,21
120_REEF,-118.39227,33.73749,2022,INNER,1,MACSTIPES,61,pisco,1.0166666666666666,22
120_REEF,-118.39227,33.73749,2022,INNER,2,MACSTIPES,115,pisco,1.9166666666666667,22
120_REEF,-118.39227,33.73749,2022,MID,1,MACSTIPES,46,pisco,0.7666666666666667,22
120_REEF,-118.39227,33.73749,2022,MID,2,MACSTIPES,30,pisco,0.5,22
120_REEF,-118.39227,33.73749,2023,INNER,1,MACSTIPES,367,pisco,6.116666666666666,23
120_REEF,-118.39227,33.73749,2023,INNER,2,MACSTIPES,87,pisco,1.45,23
120_REEF,-118.39227,33.73749,2023,MID,1,MACSTIPES,30,pisco,0.5,23
120_REEF,-118.39227,33.73749,2023,MID,2,MACSTIPES,7,pisco,0.11666666666666667,23
3_PALMS_EAST,-118.3326001,33.71810456,2007,INNER,1,MACPYRAD,3,pisco,0.05,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,INNER,2,MACPYRAD,3,pisco,0.05,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,MID,1,MACPYRAD,4,pisco,0.06666666666666667,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,MID,2,MACPYRAD,3,pisco,0.05,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,OUTER,1,MACPYRAD,10,pisco,0.16666666666666666,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,OUTER,2,MACPYRAD,13,pisco,0.21666666666666667,7
3_PALMS_EAST,-118.3326001,33.71810456,2008,MID,1,MACPYRAD,13,pisco,0.21666666666666667,8
3_PALMS_EAST,-118.3326001,33.71810456,2008,MID,2,MACPYRAD,11,pisco,0.18333333333333332,8
3_PALMS_EAST,-118.3326001,33.71810456,2008,INNER,1,MACPYRAD,14,pisco,0.23333333333333334,8
3_PALMS_EAST,-118.3326001,33.71810456,2008,INNER,2,MACPYRAD,46,pisco,0.7666666666666667,8
3_PALMS_EAST,-118.3326001,33.71810456,2009,OUTER,1,MACPYRAD,0,pisco,0,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,OUTER,2,MACPYRAD,1,pisco,0.016666666666666666,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,INNER,1,MACPYRAD,33,pisco,0.55,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,INNER,2,MACPYRAD,24,pisco,0.4,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,MID,1,MACPYRAD,9,pisco,0.15,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,MID,2,MACPYRAD,32,pisco,0.5333333333333333,9
3_PALMS_EAST,-118.3326001,33.71810456,2014,OUTER,1,MACPYRAD,1,pisco,0.016666666666666666,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,OUTER,2,MACPYRAD,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,INNER,1,MACPYRAD,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,INNER,2,MACPYRAD,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,MID,1,MACPYRAD,1,pisco,0.016666666666666666,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,MID,2,MACPYRAD,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2015,INNER,1,MACPYRAD,22,pisco,0.36666666666666664,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,INNER,2,MACPYRAD,13,pisco,0.21666666666666667,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,MID,1,MACPYRAD,19,pisco,0.31666666666666665,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,MID,2,MACPYRAD,4,pisco,0.06666666666666667,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,OUTER,1,MACPYRAD,23,pisco,0.38333333333333336,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,OUTER,2,MACPYRAD,34,pisco,0.5666666666666667,15
3_PALMS_EAST,-118.3326001,33.71810456,2016,OUTER,1,MACPYRAD,10,pisco,0.16666666666666666,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,OUTER,2,MACPYRAD,10,pisco,0.16666666666666666,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,INNER,1,MACPYRAD,40,pisco,0.6666666666666666,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,INNER,2,MACPYRAD,22,pisco,0.36666666666666664,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,MID,1,MACPYRAD,7,pisco,0.11666666666666667,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,MID,2,MACPYRAD,5,pisco,0.08333333333333333,16
3_PALMS_EAST,-118.3326001,33.71810456,2017,INNER,1,MACPYRAD,55,pisco,0.9166666666666666,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,INNER,2,MACPYRAD,33,pisco,0.55,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,MID,1,MACPYRAD,18,pisco,0.3,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,MID,2,MACPYRAD,3,pisco,0.05,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,OUTER,1,MACPYRAD,2,pisco,0.03333333333333333,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,OUTER,2,MACPYRAD,1,pisco,0.016666666666666666,17
3_PALMS_EAST,-118.3326001,33.71810456,2018,OUTER,1,MACPYRAD,2,pisco,0.03333333333333333,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,OUTER,2,MACPYRAD,0,pisco,0,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,INNER,1,MACPYRAD,17,pisco,0.2833333333333333,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,INNER,2,MACPYRAD,41,pisco,0.6833333333333333,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,MID,1,MACPYRAD,8,pisco,0.13333333333333333,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,MID,2,MACPYRAD,37,pisco,0.6166666666666667,18
3_PALMS_EAST,-118.3326001,33.71810456,2019,INNER,1,MACPYRAD,98,pisco,1.6333333333333333,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,INNER,2,MACPYRAD,149,pisco,2.4833333333333334,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,MID,1,MACPYRAD,0,pisco,0,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,MID,2,MACPYRAD,5,pisco,0.08333333333333333,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,OUTER,1,MACPYRAD,1,pisco,0.016666666666666666,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,OUTER,2,MACPYRAD,0,pisco,0,19
3_PALMS_EAST,-118.3326001,33.71810456,2020,MID,1,MACPYRAD,13,pisco,0.21666666666666667,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,MID,2,MACPYRAD,25,pisco,0.4166666666666667,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,OUTER,1,MACPYRAD,4,pisco,0.06666666666666667,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,OUTER,2,MACPYRAD,4,pisco,0.06666666666666667,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,INNER,1,MACPYRAD,49,pisco,0.8166666666666667,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,INNER,2,MACPYRAD,50,pisco,0.8333333333333334,20
3_PALMS_EAST,-118.3326001,33.71810456,2021,INNER,1,MACPYRAD,43,pisco,0.7166666666666667,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,INNER,2,MACPYRAD,15,pisco,0.25,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,MID,1,MACPYRAD,1,pisco,0.016666666666666666,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,MID,2,MACPYRAD,7,pisco,0.11666666666666667,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,OUTER,1,MACPYRAD,0,pisco,0,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,OUTER,2,MACPYRAD,2,pisco,0.03333333333333333,21
3_PALMS_EAST,-118.3326001,33.71810456,2022,INNER,1,MACPYRAD,57,pisco,0.95,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,INNER,2,MACPYRAD,33,pisco,0.55,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,MID,1,MACPYRAD,4,pisco,0.06666666666666667,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,MID,2,MACPYRAD,0,pisco,0,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,OUTER,1,MACPYRAD,3,pisco,0.05,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,OUTER,2,MACPYRAD,5,pisco,0.08333333333333333,22
3_PALMS_EAST,-118.3326001,33.71810456,2023,OUTER,1,MACPYRAD,0,pisco,0,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,OUTER,2,MACPYRAD,0,pisco,0,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,INNER,1,MACPYRAD,58,pisco,0.9666666666666667,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,INNER,2,MACPYRAD,87,pisco,1.45,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,MID,1,MACPYRAD,0,pisco,0,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,MID,2,MACPYRAD,2,pisco,0.03333333333333333,23
3_PALMS_EAST,-118.3326001,33.71810456,2007,INNER,1,MACSTIPES,3,pisco,0.05,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,INNER,2,MACSTIPES,3,pisco,0.05,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,MID,1,MACSTIPES,59,pisco,0.9833333333333333,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,MID,2,MACSTIPES,29,pisco,0.48333333333333334,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,OUTER,1,MACSTIPES,125,pisco,2.0833333333333335,7
3_PALMS_EAST,-118.3326001,33.71810456,2007,OUTER,2,MACSTIPES,172,pisco,2.8666666666666667,7
3_PALMS_EAST,-118.3326001,33.71810456,2008,MID,1,MACSTIPES,251,pisco,4.183333333333334,8
3_PALMS_EAST,-118.3326001,33.71810456,2008,MID,2,MACSTIPES,241,pisco,4.016666666666667,8
3_PALMS_EAST,-118.3326001,33.71810456,2008,INNER,1,MACSTIPES,52,pisco,0.8666666666666667,8
3_PALMS_EAST,-118.3326001,33.71810456,2008,INNER,2,MACSTIPES,298,pisco,4.966666666666667,8
3_PALMS_EAST,-118.3326001,33.71810456,2009,OUTER,1,MACSTIPES,0,pisco,0,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,OUTER,2,MACSTIPES,1,pisco,0.016666666666666666,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,INNER,1,MACSTIPES,341,pisco,5.683333333333334,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,INNER,2,MACSTIPES,285,pisco,4.75,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,MID,1,MACSTIPES,96,pisco,1.6,9
3_PALMS_EAST,-118.3326001,33.71810456,2009,MID,2,MACSTIPES,349,pisco,5.816666666666666,9
3_PALMS_EAST,-118.3326001,33.71810456,2014,OUTER,1,MACSTIPES,3,pisco,0.05,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,OUTER,2,MACSTIPES,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,INNER,1,MACSTIPES,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,INNER,2,MACSTIPES,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,MID,1,MACSTIPES,2,pisco,0.03333333333333333,14
3_PALMS_EAST,-118.3326001,33.71810456,2014,MID,2,MACSTIPES,0,pisco,0,14
3_PALMS_EAST,-118.3326001,33.71810456,2015,INNER,1,MACSTIPES,224,pisco,3.7333333333333334,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,INNER,2,MACSTIPES,79,pisco,1.3166666666666667,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,MID,1,MACSTIPES,154,pisco,2.566666666666667,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,MID,2,MACSTIPES,7,pisco,0.11666666666666667,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,OUTER,1,MACSTIPES,76,pisco,1.2666666666666666,15
3_PALMS_EAST,-118.3326001,33.71810456,2015,OUTER,2,MACSTIPES,116,pisco,1.9333333333333333,15
3_PALMS_EAST,-118.3326001,33.71810456,2016,OUTER,1,MACSTIPES,79,pisco,1.3166666666666667,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,OUTER,2,MACSTIPES,174,pisco,2.9,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,INNER,1,MACSTIPES,148,pisco,2.466666666666667,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,INNER,2,MACSTIPES,54,pisco,0.9,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,MID,1,MACSTIPES,85,pisco,1.4166666666666667,16
3_PALMS_EAST,-118.3326001,33.71810456,2016,MID,2,MACSTIPES,34,pisco,0.5666666666666667,16
3_PALMS_EAST,-118.3326001,33.71810456,2017,INNER,1,MACSTIPES,326,pisco,5.433333333333334,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,INNER,2,MACSTIPES,272,pisco,4.533333333333333,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,MID,1,MACSTIPES,67,pisco,1.1166666666666667,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,MID,2,MACSTIPES,7,pisco,0.11666666666666667,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,OUTER,1,MACSTIPES,18,pisco,0.3,17
3_PALMS_EAST,-118.3326001,33.71810456,2017,OUTER,2,MACSTIPES,2,pisco,0.03333333333333333,17
3_PALMS_EAST,-118.3326001,33.71810456,2018,OUTER,1,MACSTIPES,3,pisco,0.05,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,OUTER,2,MACSTIPES,0,pisco,0,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,INNER,1,MACSTIPES,187,pisco,3.1166666666666667,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,INNER,2,MACSTIPES,306,pisco,5.1,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,MID,1,MACSTIPES,70,pisco,1.1666666666666667,18
3_PALMS_EAST,-118.3326001,33.71810456,2018,MID,2,MACSTIPES,262,pisco,4.366666666666666,18
3_PALMS_EAST,-118.3326001,33.71810456,2019,INNER,1,MACSTIPES,455,pisco,7.583333333333333,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,INNER,2,MACSTIPES,662,pisco,11.033333333333333,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,MID,1,MACSTIPES,0,pisco,0,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,MID,2,MACSTIPES,10,pisco,0.16666666666666666,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,OUTER,1,MACSTIPES,7,pisco,0.11666666666666667,19
3_PALMS_EAST,-118.3326001,33.71810456,2019,OUTER,2,MACSTIPES,0,pisco,0,19
3_PALMS_EAST,-118.3326001,33.71810456,2020,MID,1,MACSTIPES,167,pisco,2.783333333333333,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,MID,2,MACSTIPES,316,pisco,5.266666666666667,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,OUTER,1,MACSTIPES,68,pisco,1.1333333333333333,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,OUTER,2,MACSTIPES,37,pisco,0.6166666666666667,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,INNER,1,MACSTIPES,506,pisco,8.433333333333334,20
3_PALMS_EAST,-118.3326001,33.71810456,2020,INNER,2,MACSTIPES,456,pisco,7.6,20
3_PALMS_EAST,-118.3326001,33.71810456,2021,INNER,1,MACSTIPES,195,pisco,3.25,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,INNER,2,MACSTIPES,210,pisco,3.5,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,MID,1,MACSTIPES,7,pisco,0.11666666666666667,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,MID,2,MACSTIPES,70,pisco,1.1666666666666667,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,OUTER,1,MACSTIPES,0,pisco,0,21
3_PALMS_EAST,-118.3326001,33.71810456,2021,OUTER,2,MACSTIPES,23,pisco,0.38333333333333336,21
3_PALMS_EAST,-118.3326001,33.71810456,2022,INNER,1,MACSTIPES,700,pisco,11.666666666666666,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,INNER,2,MACSTIPES,376,pisco,6.266666666666667,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,MID,1,MACSTIPES,45,pisco,0.75,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,MID,2,MACSTIPES,0,pisco,0,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,OUTER,1,MACSTIPES,61,pisco,1.0166666666666666,22
3_PALMS_EAST,-118.3326001,33.71810456,2022,OUTER,2,MACSTIPES,141,pisco,2.35,22
3_PALMS_EAST,-118.3326001,33.71810456,2023,OUTER,1,MACSTIPES,0,pisco,0,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,OUTER,2,MACSTIPES,0,pisco,0,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,INNER,1,MACSTIPES,427,pisco,7.116666666666666,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,INNER,2,MACSTIPES,600,pisco,10,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,MID,1,MACSTIPES,0,pisco,0,23
3_PALMS_EAST,-118.3326001,33.71810456,2023,MID,2,MACSTIPES,24,pisco,0.4,23
ABALONE_COVE_KELP_W,-118.38789,33.73922,2010,INNER,1,MACPYRAD,38,pisco,0.6333333333333333,10
ABALONE_COVE_KELP_W,-118.38789,33.73922,2010,INNER,2,MACPYRAD,7,pisco,0.11666666666666667,10
ABALONE_COVE_KELP_W,-118.38789,33.73922,2010,MID,1,MACPYRAD,7,pisco,0.11666666666666667,10
ABALONE_COVE_KELP_W,-118.38789,33.73922,2010,MID,2,MACPYRAD,20,pisco,0.3333333333333333,10
ABALONE_COVE_KELP_W,-118.38789,33.73922,2011,INNER,1,MACPYRAD,0,pisco,0,11
ABALONE_COVE_KELP_W,-118.38789,33.73922,2011,INNER,2,MACPYRAD,5,pisco,0.08333333333333333,11
ABALONE_COVE_KELP_W,-118.38789,33.73922,2011,MID,1,MACPYRAD,32,pisco,0.5333333333333333,11
ABALONE_COVE_KELP_W,-118.38789,33.73922,2011,MID,2,MACPYRAD,44,pisco,0.7333333333333333,11
