site,longitude,latitude,year,zone,transect,survey,den_macpyr,final_depth,depth_origin,den_urchin,Wave_Mean,Wave_Max,Wave_95prc,Wave_99prc,ubr_mean,ubr_max,ID,Max_Nitrate,Max_Temp,Mean_Nitrate,Mean_Summer_Nitrate,Mean_Summer_Temp,Mean_Temp,Mean_Upwelling_Nitrate,Mean_Upwelling_Temp,Min_Nitrate,Min_Temp
OTTER_PT_UC,-121.918929,36.634633,2020,OUTER,2,pisco,0,15.6,insitu,3.966666666666667,3.17131066322327,3.17131066322327,3.17131066322327,3.17131066322327,88.59,92.37,58,12.94520169306129,14.501612903225801,4.639942906044483,2.0236516789988164,14.126464516129033,13.323682115655402,5.248664988737213,13.003705453149003,2.111077625041935,12.205714285714285
OTTER_PT_UC,-121.918929,36.634633,2021,INNER,1,pisco,0,6.1,insitu,28.066666666666663,4.39888906478882,4.39888906478882,4.39888906478882,4.39888906478882,114.07,130.32,58,14.58612497525806,15.684000000000001,6.648722379532525,1.8447133987342792,14.505883870967741,13.095055555555556,13.229982443758919,11.45138440860215,1.9738419899225803,11.233548387096775
OTTER_PT_UC,-121.918929,36.634633,2021,INNER,2,pisco,0.01666666666666666,4.9,insitu,28.216666666666665,4.39888906478882,4.39888906478882,4.39888906478882,4.39888906478882,114.07,130.32,58,14.58612497525806,15.684000000000001,6.648722379532525,1.8447133987342792,14.505883870967741,13.095055555555556,13.229982443758919,11.45138440860215,1.9738419899225803,11.233548387096775
OTTER_PT_UC,-121.918929,36.634633,2021,MID,1,pisco,0,8.9,insitu,9.9,4.39888906478882,4.39888906478882,4.39888906478882,4.39888906478882,114.07,130.32,58,14.58612497525806,15.684000000000001,6.648722379532525,1.8447133987342792,14.505883870967741,13.095055555555556,13.229982443758919,11.45138440860215,1.9738419899225803,11.233548387096775
OTTER_PT_UC,-121.918929,36.634633,2021,MID,2,pisco,0,9.8,insitu,15.766666666666667,4.39888906478882,4.39888906478882,4.39888906478882,4.39888906478882,114.07,130.32,58,14.58612497525806,15.684000000000001,6.648722379532525,1.8447133987342792,14.505883870967741,13.095055555555556,13.229982443758919,11.45138440860215,1.9738419899225803,11.233548387096775
OTTER_PT_UC,-121.918929,36.634633,2021,OUTER,1,pisco,0,15.2,insitu,1.6166666666666667,4.39888906478882,4.39888906478882,4.39888906478882,4.39888906478882,114.07,130.32,58,14.58612497525806,15.684000000000001,6.648722379532525,1.8447133987342792,14.505883870967741,13.095055555555556,13.229982443758919,11.45138440860215,1.9738419899225803,11.233548387096775
OTTER_PT_UC,-121.918929,36.634633,2021,OUTER,2,pisco,0,15.5,insitu,1.3833333333333333,4.39888906478882,4.39888906478882,4.39888906478882,4.39888906478882,114.07,130.32,58,14.58612497525806,15.684000000000001,6.648722379532525,1.8447133987342792,14.505883870967741,13.095055555555556,13.229982443758919,11.45138440860215,1.9738419899225803,11.233548387096775
PALO_COLORADO,-121.911431,36.397717,2006,INNER,1,pisco,0.01666666666666666,7,insitu,0,5.10502243041992,5.10502243041992,5.10502243041992,5.10502243041992,37.09,42.06,59,12.034451243377417,15.402258064516127,6.294998407357127,3.5133157553650527,14.018498924731182,13.078578020993348,10.799317723965764,11.85622331029186,3.6031492560677405,11.65290322580645
PALO_COLORADO,-121.911431,36.397717,2006,INNER,2,pisco,0,7,insitu,0,5.10502243041992,5.10502243041992,5.10502243041992,5.10502243041992,37.09,42.06,59,12.034451243377417,15.402258064516127,6.294998407357127,3.5133157553650527,14.018498924731182,13.078578020993348,10.799317723965764,11.85622331029186,3.6031492560677405,11.65290322580645
PALO_COLORADO,-121.911431,36.397717,2006,MID,1,pisco,0.2,12.5,insitu,0,5.10502243041992,5.10502243041992,5.10502243041992,5.10502243041992,37.09,42.06,59,12.034451243377417,15.402258064516127,6.294998407357127,3.5133157553650527,14.018498924731182,13.078578020993348,10.799317723965764,11.85622331029186,3.6031492560677405,11.65290322580645
