site,longitude,latitude,survey_year,zone,transect,classcode,count,survey,distance,density,year
SAUNDERS_MPA_1,-123.66842,38.85587,2019,MID,1,NERLUE,0,pisco,NA,0,19
SAUNDERS_MPA_1,-123.66842,38.85587,2019,MID,2,NERLUE,2,pisco,NA,0.03333333333333333,19
SAUNDERS_MPA_1,-123.66842,38.85587,2019,OUTER,1,NERLUE,0,pisco,NA,0,19
SAUNDERS_MPA_1,-123.66842,38.85587,2019,OUTER,2,NERLUE,0,pisco,NA,0,19
SAUNDERS_MPA_1,-123.66842,38.85587,2019,INNER,1,NERLUE,84,pisco,NA,1.4,19
SAUNDERS_MPA_1,-123.66842,38.85587,2019,INNER,2,NERLUE,1,pisco,NA,0.016666666666666666,19
SAUNDERS_MPA_1,-123.66842,38.85587,2020,INNER,1,NERLUE,113,pisco,NA,1.8833333333333333,20
SAUNDERS_MPA_1,-123.66842,38.85587,2020,INNER,2,NERLUE,297,pisco,NA,4.95,20
SAUNDERS_MPA_1,-123.66842,38.85587,2020,MID,1,NERLUE,12,pisco,NA,0.2,20
SAUNDERS_MPA_1,-123.66842,38.85587,2020,MID,2,NERLUE,17,pisco,NA,0.2833333333333333,20
SAUNDERS_MPA_1,-123.66842,38.85587,2020,OUTER,1,NERLUE,24,pisco,NA,0.4,20
SAUNDERS_MPA_1,-123.66842,38.85587,2020,OUTER,2,NERLUE,48,pisco,NA,0.8,20
SAUNDERS_MPA_1,-123.66842,38.85587,2022,INNER,1,NERLUE,0,pisco,NA,0,22
SAUNDERS_MPA_1,-123.66842,38.85587,2022,INNER,2,NERLUE,4,pisco,NA,0.06666666666666667,22
SAUNDERS_MPA_1,-123.66842,38.85587,2022,MID,1,NERLUE,201,pisco,NA,3.35,22
SAUNDERS_MPA_1,-123.66842,38.85587,2022,MID,2,NERLUE,31,pisco,NA,0.5166666666666667,22
SAUNDERS_MPA_1,-123.66842,38.85587,2022,OUTER,1,NERLUE,0,pisco,NA,0,22
SAUNDERS_MPA_1,-123.66842,38.85587,2022,OUTER,2,NERLUE,0,pisco,NA,0,22
SAUNDERS_MPA_1,-123.66842,38.85587,2010,OUTER,1,NERLUE,0,pisco,NA,0,10
SAUNDERS_MPA_1,-123.66842,38.85587,2010,OUTER,2,NERLUE,0,pisco,NA,0,10
SAUNDERS_MPA_1,-123.66842,38.85587,2010,INNER,1,NERLUE,7,pisco,NA,0.11666666666666667,10
SAUNDERS_MPA_1,-123.66842,38.85587,2010,INNER,2,NERLUE,16,pisco,NA,0.26666666666666666,10
SAUNDERS_MPA_1,-123.66842,38.85587,2010,MID,1,NERLUE,0,pisco,NA,0,10
SAUNDERS_MPA_1,-123.66842,38.85587,2010,MID,2,NERLUE,1,pisco,NA,0.016666666666666666,10
SAUNDERS_MPA_1,-123.66842,38.85587,2011,INNER,1,NERLUE,1,pisco,NA,0.016666666666666666,11
SAUNDERS_MPA_1,-123.66842,38.85587,2011,INNER,2,NERLUE,110,pisco,NA,1.8333333333333333,11
SAUNDERS_MPA_1,-123.66842,38.85587,2011,MID,1,NERLUE,4,pisco,NA,0.06666666666666667,11
SAUNDERS_MPA_1,-123.66842,38.85587,2011,MID,2,NERLUE,20,pisco,NA,0.3333333333333333,11
SAUNDERS_MPA_1,-123.66842,38.85587,2011,OUTER,1,NERLUE,0,pisco,NA,0,11
SAUNDERS_MPA_1,-123.66842,38.85587,2011,OUTER,2,NERLUE,0,pisco,NA,0,11
SAUNDERS_MPA_1,-123.66842,38.85587,2016,INNER,1,NERLUE,152,pisco,NA,2.533333333333333,16
SAUNDERS_MPA_1,-123.66842,38.85587,2016,MID,1,NERLUE,9,pisco,NA,0.15,16
SAUNDERS_MPA_1,-123.66842,38.85587,2016,MID,2,NERLUE,138,pisco,NA,2.3,16
SAUNDERS_MPA_1,-123.66842,38.85587,2016,OUTER,1,NERLUE,0,pisco,NA,0,16
SAUNDERS_MPA_1,-123.66842,38.85587,2016,OUTER,2,NERLUE,0,pisco,NA,0,16
SAUNDERS_MPA_1,-123.66842,38.85587,2016,INNER,2,NERLUE,62,pisco,NA,1.0333333333333334,16
SAUNDERS_MPA_1,-123.66842,38.85587,2017,INNER,1,NERLUE,144,pisco,NA,2.4,17
SAUNDERS_MPA_1,-123.66842,38.85587,2017,INNER,2,NERLUE,55,pisco,NA,0.9166666666666666,17
SAUNDERS_MPA_1,-123.66842,38.85587,2017,MID,1,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_1,-123.66842,38.85587,2018,OUTER,1,NERLUE,0,pisco,NA,0,18
SAUNDERS_MPA_1,-123.66842,38.85587,2018,OUTER,2,NERLUE,0,pisco,NA,0,18
SAUNDERS_MPA_1,-123.66842,38.85587,2018,INNER,1,NERLUE,397,pisco,NA,6.616666666666666,18
SAUNDERS_MPA_1,-123.66842,38.85587,2018,INNER,2,NERLUE,728,pisco,NA,12.133333333333333,18
SAUNDERS_MPA_1,-123.66842,38.85587,2018,MID,1,NERLUE,0,pisco,NA,0,18
SAUNDERS_MPA_1,-123.66842,38.85587,2018,MID,2,NERLUE,1,pisco,NA,0.016666666666666666,18
SAUNDERS_MPA_2,-123.66662,38.85035,2019,INNER,1,NERLUE,31,pisco,NA,0.5166666666666667,19
SAUNDERS_MPA_2,-123.66662,38.85035,2019,INNER,2,NERLUE,23,pisco,NA,0.38333333333333336,19
SAUNDERS_MPA_2,-123.66662,38.85035,2019,MID,1,NERLUE,0,pisco,NA,0,19
SAUNDERS_MPA_2,-123.66662,38.85035,2019,MID,2,NERLUE,0,pisco,NA,0,19
SAUNDERS_MPA_2,-123.66662,38.85035,2019,OUTER,1,NERLUE,0,pisco,NA,0,19
SAUNDERS_MPA_2,-123.66662,38.85035,2019,OUTER,2,NERLUE,0,pisco,NA,0,19
SAUNDERS_MPA_2,-123.66662,38.85035,2020,INNER,1,NERLUE,66,pisco,NA,1.1,20
SAUNDERS_MPA_2,-123.66662,38.85035,2020,INNER,2,NERLUE,52,pisco,NA,0.8666666666666667,20
SAUNDERS_MPA_2,-123.66662,38.85035,2020,MID,1,NERLUE,90,pisco,NA,1.5,20
SAUNDERS_MPA_2,-123.66662,38.85035,2020,MID,2,NERLUE,66,pisco,NA,1.1,20
SAUNDERS_MPA_2,-123.66662,38.85035,2020,OUTER,1,NERLUE,0,pisco,NA,0,20
SAUNDERS_MPA_2,-123.66662,38.85035,2020,OUTER,2,NERLUE,0,pisco,NA,0,20
SAUNDERS_MPA_2,-123.66662,38.85035,2021,INNER,1,NERLUE,79,pisco,NA,1.3166666666666667,21
SAUNDERS_MPA_2,-123.66662,38.85035,2021,INNER,2,NERLUE,291,pisco,NA,4.85,21
SAUNDERS_MPA_2,-123.66662,38.85035,2021,MID,1,NERLUE,0,pisco,NA,0,21
SAUNDERS_MPA_2,-123.66662,38.85035,2021,MID,2,NERLUE,0,pisco,NA,0,21
SAUNDERS_MPA_2,-123.66662,38.85035,2021,OUTER,1,NERLUE,2,pisco,NA,0.03333333333333333,21
SAUNDERS_MPA_2,-123.66662,38.85035,2021,OUTER,2,NERLUE,46,pisco,NA,0.7666666666666667,21
SAUNDERS_MPA_2,-123.66662,38.85035,2022,INNER,1,NERLUE,21,pisco,NA,0.35,22
SAUNDERS_MPA_2,-123.66662,38.85035,2022,INNER,2,NERLUE,70,pisco,NA,1.1666666666666667,22
SAUNDERS_MPA_2,-123.66662,38.85035,2022,MID,1,NERLUE,0,pisco,NA,0,22
SAUNDERS_MPA_2,-123.66662,38.85035,2022,MID,2,NERLUE,0,pisco,NA,0,22
SAUNDERS_MPA_2,-123.66662,38.85035,2022,OUTER,1,NERLUE,6,pisco,NA,0.1,22
SAUNDERS_MPA_2,-123.66662,38.85035,2022,OUTER,2,NERLUE,5,pisco,NA,0.08333333333333333,22
SAUNDERS_MPA_2,-123.66662,38.85035,2010,INNER,1,NERLUE,18,pisco,NA,0.3,10
SAUNDERS_MPA_2,-123.66662,38.85035,2010,INNER,2,NERLUE,21,pisco,NA,0.35,10
SAUNDERS_MPA_2,-123.66662,38.85035,2010,MID,1,NERLUE,4,pisco,NA,0.06666666666666667,10
SAUNDERS_MPA_2,-123.66662,38.85035,2010,MID,2,NERLUE,13,pisco,NA,0.21666666666666667,10
SAUNDERS_MPA_2,-123.66662,38.85035,2010,OUTER,1,NERLUE,9,pisco,NA,0.15,10
SAUNDERS_MPA_2,-123.66662,38.85035,2010,OUTER,2,NERLUE,0,pisco,NA,0,10
SAUNDERS_MPA_2,-123.66662,38.85035,2011,INNER,1,NERLUE,19,pisco,NA,0.31666666666666665,11
SAUNDERS_MPA_2,-123.66662,38.85035,2011,INNER,2,NERLUE,4,pisco,NA,0.06666666666666667,11
SAUNDERS_MPA_2,-123.66662,38.85035,2011,MID,1,NERLUE,130,pisco,NA,2.1666666666666665,11
SAUNDERS_MPA_2,-123.66662,38.85035,2011,MID,2,NERLUE,155,pisco,NA,2.5833333333333335,11
SAUNDERS_MPA_2,-123.66662,38.85035,2011,OUTER,1,NERLUE,0,pisco,NA,0,11
SAUNDERS_MPA_2,-123.66662,38.85035,2011,OUTER,2,NERLUE,0,pisco,NA,0,11
SAUNDERS_MPA_2,-123.66662,38.85035,2016,INNER,1,NERLUE,43,pisco,NA,0.7166666666666667,16
SAUNDERS_MPA_2,-123.66662,38.85035,2016,INNER,2,NERLUE,266,pisco,NA,4.433333333333334,16
SAUNDERS_MPA_2,-123.66662,38.85035,2016,MID,1,NERLUE,29,pisco,NA,0.48333333333333334,16
SAUNDERS_MPA_2,-123.66662,38.85035,2016,MID,2,NERLUE,30,pisco,NA,0.5,16
SAUNDERS_MPA_2,-123.66662,38.85035,2016,OUTER,1,NERLUE,0,pisco,NA,0,16
SAUNDERS_MPA_2,-123.66662,38.85035,2016,OUTER,2,NERLUE,0,pisco,NA,0,16
SAUNDERS_MPA_2,-123.66662,38.85035,2017,INNER,1,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,INNER,2,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,OUTER,1,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,OUTER,2,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,INNER,1,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,INNER,2,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,MID,1,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,MID,2,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,OUTER,1,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2017,OUTER,2,NERLUE,0,pisco,NA,0,17
SAUNDERS_MPA_2,-123.66662,38.85035,2018,INNER,1,NERLUE,0,pisco,NA,0,18
SAUNDERS_MPA_2,-123.66662,38.85035,2018,INNER,2,NERLUE,3,pisco,NA,0.05,18
SAUNDERS_MPA_2,-123.66662,38.85035,2018,MID,1,NERLUE,4,pisco,NA,0.06666666666666667,18
SAUNDERS_MPA_2,-123.66662,38.85035,2018,MID,2,NERLUE,13,pisco,NA,0.21666666666666667,18
SAUNDERS_MPA_2,-123.66662,38.85035,2018,OUTER,1,NERLUE,0,pisco,NA,0,18
SAUNDERS_MPA_2,-123.66662,38.85035,2018,OUTER,2,NERLUE,0,pisco,NA,0,18
Fort Ross,-123.245064,38.510601,2007,NA,1,NERLUE,107,reef_check,14,1.7833333333333334,7
Fort Ross,-123.245064,38.510601,2007,NA,2,NERLUE,71,reef_check,21,1.1833333333333333,7
Fort Ross,-123.245064,38.510601,2007,NA,3,NERLUE,115,reef_check,13,1.9166666666666667,7
Fort Ross,-123.245064,38.510601,2007,NA,4,NERLUE,150,reef_check,10,2.5,7
Fort Ross,-123.245064,38.510601,2007,NA,5,NERLUE,28,reef_check,30,0.4666666666666667,7
Fort Ross,-123.245064,38.510601,2007,NA,6,NERLUE,48,reef_check,30,0.8,7
Fort Ross,-123.245064,38.510601,2017,NA,1,NERLUE,0,reef_check,30,0,17
Fort Ross,-123.245064,38.510601,2017,NA,2,NERLUE,0,reef_check,30,0,17
Fort Ross,-123.245064,38.510601,2017,NA,3,NERLUE,0,reef_check,30,0,17
Fort Ross,-123.245064,38.510601,2017,NA,4,NERLUE,0,reef_check,30,0,17
Fort Ross,-123.245064,38.510601,2011,NA,1,NERLUE,88,reef_check,17,1.4666666666666666,11
Fort Ross,-123.245064,38.510601,2011,NA,2,NERLUE,14,reef_check,30,0.23333333333333334,11
Fort Ross,-123.245064,38.510601,2011,NA,3,NERLUE,107,reef_check,14,1.7833333333333334,11
Fort Ross,-123.245064,38.510601,2011,NA,4,NERLUE,75,reef_check,20,1.25,11
Fort Ross,-123.245064,38.510601,2011,NA,5,NERLUE,125,reef_check,12,2.0833333333333335,11
Fort Ross,-123.245064,38.510601,2011,NA,6,NERLUE,48,reef_check,30,0.8,11
Fort Ross,-123.245064,38.510601,2010,NA,1,NERLUE,169,reef_check,21,2.816666666666667,10
Fort Ross,-123.245064,38.510601,2010,NA,2,NERLUE,289,reef_check,19,4.816666666666666,10
Fort Ross,-123.245064,38.510601,2010,NA,3,NERLUE,49,reef_check,30,0.8166666666666667,10
Fort Ross,-123.245064,38.510601,2010,NA,4,NERLUE,115,reef_check,13,1.9166666666666667,10
Fort Ross,-123.245064,38.510601,2010,NA,5,NERLUE,250,reef_check,6,4.166666666666667,10
Fort Ross,-123.245064,38.510601,2010,NA,6,NERLUE,9,reef_check,30,0.15,10
Fort Ross,-123.245064,38.510601,2014,NA,1,NERLUE,6,reef_check,30,0.1,14
Fort Ross,-123.245064,38.510601,2014,NA,2,NERLUE,0,reef_check,30,0,14
Fort Ross,-123.245064,38.510601,2014,NA,3,NERLUE,0,reef_check,30,0,14
Fort Ross,-123.245064,38.510601,2014,NA,4,NERLUE,4,reef_check,30,0.06666666666666667,14
Fort Ross,-123.245064,38.510601,2014,NA,5,NERLUE,3,reef_check,30,0.05,14
Fort Ross,-123.245064,38.510601,2014,NA,6,NERLUE,0,reef_check,30,0,14
Fort Ross,-123.245064,38.510601,2012,NA,2,NERLUE,5,reef_check,30,0.08333333333333333,12
Fort Ross,-123.245064,38.510601,2012,NA,3,NERLUE,25,reef_check,30,0.4166666666666667,12
Fort Ross,-123.245064,38.510601,2012,NA,4,NERLUE,500,reef_check,3,8.333333333333334,12
Fort Ross,-123.245064,38.510601,2012,NA,5,NERLUE,48,reef_check,30,0.8,12
Fort Ross,-123.245064,38.510601,2012,NA,6,NERLUE,30,reef_check,30,0.5,12
Fort Ross,-123.245064,38.510601,2016,NA,1,NERLUE,0,reef_check,30,0,16
Fort Ross,-123.245064,38.510601,2016,NA,2,NERLUE,0,reef_check,30,0,16
Fort Ross,-123.245064,38.510601,2016,NA,3,NERLUE,0,reef_check,30,0,16
Fort Ross,-123.245064,38.510601,2016,NA,4,NERLUE,0,reef_check,30,0,16
Fort Ross,-123.245064,38.510601,2016,NA,5,NERLUE,0,reef_check,30,0,16
Fort Ross,-123.245064,38.510601,2016,NA,6,NERLUE,0,reef_check,30,0,16
Fort Ross,-123.245064,38.510601,2013,NA,1,NERLUE,0,reef_check,30,0,13
Fort Ross,-123.245064,38.510601,2013,NA,2,NERLUE,1,reef_check,30,0.016666666666666666,13
Fort Ross,-123.245064,38.510601,2013,NA,3,NERLUE,0,reef_check,30,0,13
Fort Ross,-123.245064,38.510601,2013,NA,4,NERLUE,43,reef_check,30,0.7166666666666667,13
Fort Ross,-123.245064,38.510601,2013,NA,5,NERLUE,7,reef_check,30,0.11666666666666667,13
Fort Ross,-123.245064,38.510601,2013,NA,6,NERLUE,0,reef_check,30,0,13
Fort Ross,-123.245064,38.510601,2008,NA,1,NERLUE,100,reef_check,15,1.6666666666666667,8
Fort Ross,-123.245064,38.510601,2008,NA,2,NERLUE,94,reef_check,16,1.5666666666666667,8
Fort Ross,-123.245064,38.510601,2008,NA,3,NERLUE,44,reef_check,30,0.7333333333333333,8
Fort Ross,-123.245064,38.510601,2008,NA,4,NERLUE,219,reef_check,7,3.65,8
Fort Ross,-123.245064,38.510601,2008,NA,5,NERLUE,150,reef_check,10,2.5,8
Fort Ross,-123.245064,38.510601,2008,NA,6,NERLUE,139,reef_check,30,2.316666666666667,8
Fort Ross,-123.245064,38.510601,2009,NA,1,NERLUE,100,reef_check,15,1.6666666666666667,9
Fort Ross,-123.245064,38.510601,2009,NA,2,NERLUE,125,reef_check,12,2.0833333333333335,9
Fort Ross,-123.245064,38.510601,2009,NA,3,NERLUE,65,reef_check,23,1.0833333333333333,9
Fort Ross,-123.245064,38.510601,2009,NA,4,NERLUE,60,reef_check,25,1,9
Fort Ross,-123.245064,38.510601,2009,NA,5,NERLUE,150,reef_check,10,2.5,9
Fort Ross,-123.245064,38.510601,2009,NA,6,NERLUE,170,reef_check,9,2.8333333333333335,9
Gerstle Cove,-123.329964,38.56646,2007,NA,1,NERLUE,1,reef_check,30,0.016666666666666666,7
Gerstle Cove,-123.329964,38.56646,2007,NA,2,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,3,NERLUE,2,reef_check,30,0.03333333333333333,7
Gerstle Cove,-123.329964,38.56646,2007,NA,4,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,5,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,6,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2013,NA,1,NERLUE,3,reef_check,30,0.05,13
Gerstle Cove,-123.329964,38.56646,2013,NA,2,NERLUE,4,reef_check,30,0.06666666666666667,13
Gerstle Cove,-123.329964,38.56646,2013,NA,3,NERLUE,13,reef_check,30,0.21666666666666667,13
Gerstle Cove,-123.329964,38.56646,2013,NA,4,NERLUE,1,reef_check,30,0.016666666666666666,13
Gerstle Cove,-123.329964,38.56646,2013,NA,5,NERLUE,1,reef_check,30,0.016666666666666666,13
Gerstle Cove,-123.329964,38.56646,2013,NA,6,NERLUE,9,reef_check,30,0.15,13
Gerstle Cove,-123.329964,38.56646,2006,NA,1,NERLUE,0,reef_check,30,0,6
Gerstle Cove,-123.329964,38.56646,2006,NA,2,NERLUE,0,reef_check,30,0,6
Gerstle Cove,-123.329964,38.56646,2006,NA,3,NERLUE,0,reef_check,30,0,6
Gerstle Cove,-123.329964,38.56646,2006,NA,4,NERLUE,0,reef_check,30,0,6
Gerstle Cove,-123.329964,38.56646,2006,NA,5,NERLUE,0,reef_check,30,0,6
Gerstle Cove,-123.329964,38.56646,2006,NA,6,NERLUE,0,reef_check,30,0,6
Gerstle Cove,-123.329964,38.56646,2008,NA,1,NERLUE,0,reef_check,30,0,8
Gerstle Cove,-123.329964,38.56646,2008,NA,2,NERLUE,0,reef_check,30,0,8
Gerstle Cove,-123.329964,38.56646,2008,NA,3,NERLUE,0,reef_check,30,0,8
Gerstle Cove,-123.329964,38.56646,2008,NA,4,NERLUE,0,reef_check,30,0,8
Gerstle Cove,-123.329964,38.56646,2008,NA,5,NERLUE,0,reef_check,30,0,8
Gerstle Cove,-123.329964,38.56646,2008,NA,6,NERLUE,0,reef_check,30,0,8
Gerstle Cove,-123.329964,38.56646,2010,NA,1,NERLUE,75,reef_check,20,1.25,10
Gerstle Cove,-123.329964,38.56646,2010,NA,2,NERLUE,5,reef_check,30,0.08333333333333333,10
Gerstle Cove,-123.329964,38.56646,2010,NA,3,NERLUE,1,reef_check,30,0.016666666666666666,10
Gerstle Cove,-123.329964,38.56646,2010,NA,4,NERLUE,33,reef_check,30,0.55,10
Gerstle Cove,-123.329964,38.56646,2010,NA,5,NERLUE,26,reef_check,30,0.43333333333333335,10
Gerstle Cove,-123.329964,38.56646,2010,NA,6,NERLUE,5,reef_check,30,0.08333333333333333,10
Gerstle Cove,-123.329964,38.56646,2014,NA,1,NERLUE,0,reef_check,30,0,14
Gerstle Cove,-123.329964,38.56646,2014,NA,2,NERLUE,0,reef_check,30,0,14
Gerstle Cove,-123.329964,38.56646,2014,NA,3,NERLUE,2,reef_check,30,0.03333333333333333,14
Gerstle Cove,-123.329964,38.56646,2014,NA,4,NERLUE,1,reef_check,30,0.016666666666666666,14
Gerstle Cove,-123.329964,38.56646,2014,NA,5,NERLUE,0,reef_check,30,0,14
Gerstle Cove,-123.329964,38.56646,2014,NA,6,NERLUE,0,reef_check,30,0,14
Gerstle Cove,-123.329964,38.56646,2015,NA,1,NERLUE,0,reef_check,30,0,15
Gerstle Cove,-123.329964,38.56646,2015,NA,2,NERLUE,0,reef_check,30,0,15
Gerstle Cove,-123.329964,38.56646,2015,NA,3,NERLUE,0,reef_check,30,0,15
Gerstle Cove,-123.329964,38.56646,2015,NA,4,NERLUE,0,reef_check,30,0,15
Gerstle Cove,-123.329964,38.56646,2015,NA,5,NERLUE,0,reef_check,30,0,15
Gerstle Cove,-123.329964,38.56646,2015,NA,6,NERLUE,0,reef_check,30,0,15
Gerstle Cove,-123.329964,38.56646,2016,NA,1,NERLUE,0,reef_check,30,0,16
Gerstle Cove,-123.329964,38.56646,2016,NA,2,NERLUE,0,reef_check,30,0,16
Gerstle Cove,-123.329964,38.56646,2016,NA,3,NERLUE,0,reef_check,30,0,16
Gerstle Cove,-123.329964,38.56646,2016,NA,4,NERLUE,0,reef_check,30,0,16
Gerstle Cove,-123.329964,38.56646,2016,NA,5,NERLUE,0,reef_check,30,0,16
Gerstle Cove,-123.329964,38.56646,2016,NA,6,NERLUE,0,reef_check,30,0,16
Gerstle Cove,-123.329964,38.56646,2011,NA,1,NERLUE,2,reef_check,30,0.03333333333333333,11
Gerstle Cove,-123.329964,38.56646,2011,NA,2,NERLUE,1,reef_check,30,0.016666666666666666,11
Gerstle Cove,-123.329964,38.56646,2011,NA,3,NERLUE,0,reef_check,30,0,11
Gerstle Cove,-123.329964,38.56646,2011,NA,4,NERLUE,1,reef_check,30,0.016666666666666666,11
Gerstle Cove,-123.329964,38.56646,2011,NA,5,NERLUE,0,reef_check,30,0,11
Gerstle Cove,-123.329964,38.56646,2011,NA,6,NERLUE,1,reef_check,30,0.016666666666666666,11
Gerstle Cove,-123.329964,38.56646,2007,NA,1,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,2,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,3,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,4,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,5,NERLUE,0,reef_check,30,0,7
Gerstle Cove,-123.329964,38.56646,2007,NA,6,NERLUE,1,reef_check,30,0.016666666666666666,7
Gerstle Cove,-123.329964,38.56646,2017,NA,1,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,2,NERLUE,1,reef_check,30,0.016666666666666666,17
Gerstle Cove,-123.329964,38.56646,2017,NA,3,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,4,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,5,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,6,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2009,NA,1,NERLUE,65,reef_check,23,1.0833333333333333,9
Gerstle Cove,-123.329964,38.56646,2009,NA,2,NERLUE,5,reef_check,30,0.08333333333333333,9
Gerstle Cove,-123.329964,38.56646,2009,NA,3,NERLUE,23,reef_check,30,0.38333333333333336,9
Gerstle Cove,-123.329964,38.56646,2009,NA,4,NERLUE,100,reef_check,15,1.6666666666666667,9
Gerstle Cove,-123.329964,38.56646,2009,NA,5,NERLUE,6,reef_check,30,0.1,9
Gerstle Cove,-123.329964,38.56646,2009,NA,6,NERLUE,0,reef_check,30,0,9
Gerstle Cove,-123.329964,38.56646,2009,NA,1,NERLUE,7,reef_check,30,0.11666666666666667,9
Gerstle Cove,-123.329964,38.56646,2009,NA,2,NERLUE,4,reef_check,30,0.06666666666666667,9
Gerstle Cove,-123.329964,38.56646,2009,NA,3,NERLUE,6,reef_check,30,0.1,9
Gerstle Cove,-123.329964,38.56646,2009,NA,4,NERLUE,2,reef_check,30,0.03333333333333333,9
Gerstle Cove,-123.329964,38.56646,2009,NA,5,NERLUE,0,reef_check,30,0,9
Gerstle Cove,-123.329964,38.56646,2009,NA,6,NERLUE,0,reef_check,30,0,9
Gerstle Cove,-123.329964,38.56646,2012,NA,1,NERLUE,3,reef_check,30,0.05,12
Gerstle Cove,-123.329964,38.56646,2012,NA,6,NERLUE,10,reef_check,30,0.16666666666666666,12
Gerstle Cove,-123.329964,38.56646,2017,NA,1,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,2,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,3,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,4,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,5,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2017,NA,6,NERLUE,0,reef_check,30,0,17
Gerstle Cove,-123.329964,38.56646,2012,NA,1,NERLUE,8,reef_check,30,0.13333333333333333,12
Gerstle Cove,-123.329964,38.56646,2012,NA,2,NERLUE,0,reef_check,30,0,12
Gerstle Cove,-123.329964,38.56646,2012,NA,3,NERLUE,9,reef_check,30,0.15,12
Gerstle Cove,-123.329964,38.56646,2012,NA,4,NERLUE,6,reef_check,30,0.1,12
Gerstle Cove,-123.329964,38.56646,2012,NA,5,NERLUE,2,reef_check,30,0.03333333333333333,12
Gerstle Cove,-123.329964,38.56646,2012,NA,6,NERLUE,6,reef_check,30,0.1,12
Gerstle Cove,-123.329964,38.56646,2008,NA,1,NERLUE,2,reef_check,30,0.03333333333333333,8
Gerstle Cove,-123.329964,38.56646,2008,NA,2,NERLUE,2,reef_check,30,0.03333333333333333,8
Gerstle Cove,-123.329964,38.56646,2008,NA,3,NERLUE,3,reef_check,30,0.05,8
Gerstle Cove,-123.329964,38.56646,2008,NA,4,NERLUE,0,reef_check,30,0,8
Gerstle Cove,-123.329964,38.56646,2008,NA,5,NERLUE,1,reef_check,30,0.016666666666666666,8
Gerstle Cove,-123.329964,38.56646,2008,NA,6,NERLUE,3,reef_check,30,0.05,8
Gerstle Cove,-123.329964,38.56646,2010,NA,1,NERLUE,17,reef_check,30,0.2833333333333333,10
Gerstle Cove,-123.329964,38.56646,2010,NA,2,NERLUE,0,reef_check,30,0,10
Gerstle Cove,-123.329964,38.56646,2010,NA,3,NERLUE,0,reef_check,30,0,10
Gerstle Cove,-123.329964,38.56646,2010,NA,4,NERLUE,7,reef_check,30,0.11666666666666667,10
Gerstle Cove,-123.329964,38.56646,2010,NA,5,NERLUE,4,reef_check,30,0.06666666666666667,10
Gerstle Cove,-123.329964,38.56646,2010,NA,6,NERLUE,0,reef_check,30,0,10
Mendocino Headlands,-123.811218,39.305283,2016,NA,1,NERLUE,0,reef_check,30,0,16
Mendocino Headlands,-123.811218,39.305283,2016,NA,2,NERLUE,0,reef_check,30,0,16
Mendocino Headlands,-123.811218,39.305283,2016,NA,3,NERLUE,0,reef_check,30,0,16
Mendocino Headlands,-123.811218,39.305283,2016,NA,4,NERLUE,0,reef_check,30,0,16
Mendocino Headlands,-123.811218,39.305283,2016,NA,5,NERLUE,0,reef_check,30,0,16
